CHR	maps	lgchr	LG.x	gpos	chr	pphys	LG.y	LG_start	LG_end	n_contig	contig_type	contig_id	contig_start	contig_end	orientation	anchored
40544	GA	13	7	60.072	13	1677848	13	115571	22525388	49	W	6	1	22409818	+	1
77762	GA	13	7	60.072	13	1673544	13	115571	22525388	49	W	6	1	22409818	+	1
36981	GA	13	7	55.522999999999996	13	1552397	13	115571	22525388	49	W	6	1	22409818	+	1
36981	GA	13	7	55.522999999999996	13	1552396	13	115571	22525388	49	W	6	1	22409818	+	1
46	GA	13	7	55.522999999999996	13	1571434	13	115571	22525388	49	W	6	1	22409818	+	1
39834	GA	13	7	54.79400000000001	13	1588061	13	115571	22525388	49	W	6	1	22409818	+	1
36981	GA	13	7	54.79400000000001	13	1552389	13	115571	22525388	49	W	6	1	22409818	+	1
39834	GA	13	7	54.79400000000001	13	1588060	13	115571	22525388	49	W	6	1	22409818	+	1
51218	GA	13	7	54.79400000000001	13	1588088	13	115571	22525388	49	W	6	1	22409818	+	1
39834	GA	13	7	54.79400000000001	13	1588059	13	115571	22525388	49	W	6	1	22409818	+	1
51218	GA	13	7	54.79400000000001	13	1588110	13	115571	22525388	49	W	6	1	22409818	+	1
119966	GA	13	7	53.32300000000001	13	1393805	13	115571	22525388	49	W	6	1	22409818	+	1
71287	GA	13	7	53.32300000000001	13	1334716	13	115571	22525388	49	W	6	1	22409818	+	1
5126	GA	13	7	53.32300000000001	13	1286155	13	115571	22525388	49	W	6	1	22409818	+	1
119966	GA	13	7	53.32300000000001	13	1393809	13	115571	22525388	49	W	6	1	22409818	+	1
71287	GA	13	7	53.32300000000001	13	1334696	13	115571	22525388	49	W	6	1	22409818	+	1
119966	GA	13	7	53.32300000000001	13	1393785	13	115571	22525388	49	W	6	1	22409818	+	1
42182	GA	13	7	53.32300000000001	13	1326247	13	115571	22525388	49	W	6	1	22409818	+	1
32400	GA	13	7	53.32300000000001	13	1309601	13	115571	22525388	49	W	6	1	22409818	+	1
73622	GA	13	7	53.32300000000001	13	1520329	13	115571	22525388	49	W	6	1	22409818	+	1
4769	GA	13	7	53.32300000000001	13	1356424	13	115571	22525388	49	W	6	1	22409818	+	1
119966	GA	13	7	53.32300000000001	13	1393818	13	115571	22525388	49	W	6	1	22409818	+	1
4769	GA	13	7	53.32300000000001	13	1356413	13	115571	22525388	49	W	6	1	22409818	+	1
28743	GA	13	7	50.33700000000002	13	1136367	13	115571	22525388	49	W	6	1	22409818	+	1
112380	GA	13	7	50.33700000000002	13	1182272	13	115571	22525388	49	W	6	1	22409818	+	1
112380	GA	13	7	50.33700000000002	13	1182242	13	115571	22525388	49	W	6	1	22409818	+	1
28743	GA	13	7	50.33700000000002	13	1136377	13	115571	22525388	49	W	6	1	22409818	+	1
112380	GA	13	7	50.33700000000002	13	1182271	13	115571	22525388	49	W	6	1	22409818	+	1
112380	GA	13	7	50.33700000000002	13	1182259	13	115571	22525388	49	W	6	1	22409818	+	1
30832	GA	13	7	48.114000000000004	13	899368	13	115571	22525388	49	W	6	1	22409818	+	1
80013	GA	13	7	48.114000000000004	13	918989	13	115571	22525388	49	W	6	1	22409818	+	1
33824	GA	13	7	45.891999999999996	13	678861	13	115571	22525388	49	W	6	1	22409818	+	1
109286	GA	13	7	44.42099999999999	13	533345	13	115571	22525388	49	W	6	1	22409818	+	1
43499	GA	13	7	44.42099999999999	13	546094	13	115571	22525388	49	W	6	1	22409818	+	1
109286	GA	13	7	44.42099999999999	13	533379	13	115571	22525388	49	W	6	1	22409818	+	1
101577	GA	13	7	42.22	13	34220	13	25382	34681	19	W	1917	1	9300	+	1
5034	GA	13	7	42.22	13	56018	13	44506	59947	23	W	1082	1	15442	+	1
113920	GA	13	7	42.22	13	193425	13	115571	22525388	49	W	6	1	22409818	+	1
5034	GA	13	7	42.22	13	56015	13	44506	59947	23	W	1082	1	15442	+	1
5034	GA	13	7	42.22	13	56008	13	44506	59947	23	W	1082	1	15442	+	1
27264	GA	13	7	42.22	13	58036	13	44506	59947	23	W	1082	1	15442	+	1
113920	GA	13	7	42.22	13	193403	13	115571	22525388	49	W	6	1	22409818	+	1
113920	GA	13	7	42.22	13	193424	13	115571	22525388	49	W	6	1	22409818	+	1
27264	GA	13	7	42.22	13	58088	13	44506	59947	23	W	1082	1	15442	+	1
62658	GA	16	8	66.03200000000001	13	1241937	13	115571	22525388	49	W	6	1	22409818	+	1
29467	GA	7	1	0	13017	512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
29467	GA	7	1	0	13017	500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
110218	GA	7	1	0.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
112786	GA	7	1	0.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
64378	GA	7	1	1.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3517	GA	7	1	4.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3517	GA	7	1	4.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
49529	GA	7	1	11.037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
49529	GA	7	1	11.037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5032	GA	7	1	47.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
71559	GA	7	1	54.741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1991	GA	7	1	54.741	14	17806376	14	886620	19117434	55	W	14	1	18230815	+	1
36122	GA	7	1	54.741	722	16165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
107022	GA	7	1	55.471	4	148398	4	145145	158489	12	W	1258	1	13345	+	1
88990	GA	7	1	57.671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24694	GA	7	1	66.452	3587	2282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
101471	GA	7	1	78.926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30494	GA	7	1	81.846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
83546	GA	7	1	87.707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
36163	GA	7	1	95.039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
36163	GA	7	1	95.039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
36163	GA	7	1	95.039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
47108	GA	7	1	96.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
112598	GA	7	1	100.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
48452	GA	7	1	100.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
83290	GA	7	1	113.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
51197	GA	7	1	117.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
98158	GA	7	1	130.141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
98158	GA	7	1	130.141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
51195	GA	7	1	130.871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
77152	GA	7	1	131.601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
77152	GA	7	1	131.601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12815	GA	7	1	134.532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
81507	GA	7	1	134.532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17467	GA	7	1	138.192	22	15057275	22	318862	19338290	46	W	12	1	19019429	+	1
21896	GA	7	1	138.192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21896	GA	7	1	138.192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21896	GA	7	1	138.192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
46131	GA	7	1	146.973	11377	1560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
114767	GA	7	1	147.703	11377	911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16227	GA	7	1	149.163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
70917	GA	7	1	151.364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
63499	GA	7	1	153.586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
63499	GA	7	1	153.586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
63499	GA	7	1	153.586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
63499	GA	7	1	153.586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
82515	GA	7	1	159.514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
82515	GA	7	1	160.244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12006	GA	7	1	163.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
326	GA	7	1	166.946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
114518	GA	7	1	166.946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
326	GA	7	1	166.946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
326	GA	7	1	166.946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
326	GA	7	1	166.946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
114518	GA	7	1	166.946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
57111	GA	7	1	167.675	273	5388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
99866	GA	7	1	167.675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
99866	GA	7	1	168.405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
97919	GA	7	1	168.405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
99866	GA	7	1	168.405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
32729	GA	7	1	169.135	773	10097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
63170	GA	7	1	169.135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
32729	GA	7	1	169.135	773	10081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
80138	GA	7	1	169.135	773	14025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
76811	GA	7	1	169.135	11	17043177	11	1159512	19358253	71	W	15	1	18198742	+	1
2393	GA	7	1	169.865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
82100	GA	1	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21543	GA	1	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12764	GA	1	10	0	5760	3157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
33838	GA	1	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
37296	GA	1	10	6.692	3132	340	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20328	GA	1	10	12.575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
36624	GA	1	10	13.305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
36624	GA	1	10	13.305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
64906	GA	1	10	14.035	14472	2110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
110516	GA	1	10	16.235	22	1383362	22	318862	19338290	46	W	12	1	19019429	+	1
110516	GA	1	10	16.235	22	1383348	22	318862	19338290	46	W	12	1	19019429	+	1
110516	GA	1	10	16.965	22	1383334	22	318862	19338290	46	W	12	1	19019429	+	1
40598	GA	1	10	20.637	17849	823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
83447	GA	1	10	22.837	476	30068	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
83447	GA	1	10	22.837	476	30042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
32154	GA	1	10	22.837	476	34377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
89850	GA	1	10	22.837	468	13803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
89850	GA	1	10	22.837	468	13809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
31143	GA	1	10	22.837	468	13785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
89850	GA	1	10	22.837	468	13817	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
89850	GA	1	10	22.837	468	13807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59847	GA	1	10	23.567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
172	GA	1	10	30.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
99870	GA	1	10	44.092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
99870	GA	1	10	44.092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
99870	GA	1	10	44.092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
99870	GA	1	10	44.092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
76965	GA	1	10	45.552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
112476	GA	1	10	54.322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7063	GA	1	10	60.946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
38248	GA	1	10	70.435	1381	4492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
63917	GA	1	10	70.435	10529	847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
63917	GA	1	10	70.435	10529	856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
47455	GA	1	10	79.315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10948	GA	1	10	89.567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
46451	GA	1	10	90.297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28652	GA	1	10	90.297	14149	2147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
58779	GA	1	10	96.877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
101216	GA	1	10	100.527	653	19083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
46061	GA	1	10	101.998	1272	7003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
370	GA	1	10	103.457	946	6359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
77603	GA	1	10	106.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9934	GA	1	10	122.622	33596	936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17033	GA	1	10	141.356	591	11429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17033	GA	1	10	141.356	591	11436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17033	GA	1	10	141.356	591	11414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17033	GA	1	10	141.356	591	11412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17033	GA	1	10	141.356	591	11427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17033	GA	1	10	141.356	591	11421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
31144	GA	1	10	142.816	1169	2205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
31144	GA	1	10	142.816	1169	2253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
91364	GA	1	10	142.816	1555	8902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
118909	GA	1	10	142.816	17135	386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2211	GA	1	10	145.017	8102	2148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2211	GA	1	10	145.017	8102	2120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30476	GA	1	10	145.017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30476	GA	1	10	145.017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30476	GA	1	10	145.017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
54875	GA	1	10	148.699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3232	GA	1	10	148.699	14195	211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
111606	GA	1	10	148.699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
111606	GA	1	10	148.699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
91853	GA	1	10	148.699	14883	1515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
54875	GA	1	10	148.699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
53123	GA	1	10	149.429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12923	GA	1	10	149.429	18405	1521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
117536	GA	1	10	150.159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
117536	GA	1	10	150.159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59807	GA	1	10	150.889	107	85579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
114794	GA	14	11	0	14	996216	14	886620	19117434	55	W	14	1	18230815	+	1
24964	GA	14	11	0.73	14	1147326	14	886620	19117434	55	W	14	1	18230815	+	1
108833	GA	14	11	0.73	14	1083109	14	886620	19117434	55	W	14	1	18230815	+	1
7306	GA	14	11	0.73	14	999514	14	886620	19117434	55	W	14	1	18230815	+	1
24964	GA	14	11	0.73	14	1147356	14	886620	19117434	55	W	14	1	18230815	+	1
3337	GA	14	11	0.73	14	1135158	14	886620	19117434	55	W	14	1	18230815	+	1
108833	GA	14	11	0.73	14	1083108	14	886620	19117434	55	W	14	1	18230815	+	1
106345	GA	14	11	0.73	14	1234873	14	886620	19117434	55	W	14	1	18230815	+	1
48467	GA	14	11	1.46	14	1314326	14	886620	19117434	55	W	14	1	18230815	+	1
42821	GA	14	11	1.46	14	1308821	14	886620	19117434	55	W	14	1	18230815	+	1
48467	GA	14	11	1.46	14	1314347	14	886620	19117434	55	W	14	1	18230815	+	1
83137	GA	14	11	1.46	14	1610703	14	886620	19117434	55	W	14	1	18230815	+	1
99348	GA	14	11	1.46	14	1171417	14	886620	19117434	55	W	14	1	18230815	+	1
30089	GA	14	11	1.46	14	1445434	14	886620	19117434	55	W	14	1	18230815	+	1
48467	GA	14	11	1.46	14	1314301	14	886620	19117434	55	W	14	1	18230815	+	1
121170	GA	14	11	1.46	14	1643435	14	886620	19117434	55	W	14	1	18230815	+	1
107357	GA	14	11	1.46	14	1184547	14	886620	19117434	55	W	14	1	18230815	+	1
83137	GA	14	11	1.46	14	1610704	14	886620	19117434	55	W	14	1	18230815	+	1
65562	GA	14	11	1.46	14	1837429	14	886620	19117434	55	W	14	1	18230815	+	1
44835	GA	14	11	1.46	14	1643816	14	886620	19117434	55	W	14	1	18230815	+	1
58299	GA	14	11	1.46	14	1316297	14	886620	19117434	55	W	14	1	18230815	+	1
101439	GA	14	11	1.46	14	1522937	14	886620	19117434	55	W	14	1	18230815	+	1
1871	GA	14	11	1.46	14	1325529	14	886620	19117434	55	W	14	1	18230815	+	1
106132	GA	14	11	1.46	14	1253594	14	886620	19117434	55	W	14	1	18230815	+	1
53274	GA	14	11	1.46	14	1399233	14	886620	19117434	55	W	14	1	18230815	+	1
29308	GA	14	11	1.46	14	1434595	14	886620	19117434	55	W	14	1	18230815	+	1
47930	GA	14	11	1.46	14	1564310	14	886620	19117434	55	W	14	1	18230815	+	1
34889	GA	14	11	1.46	14	1678493	14	886620	19117434	55	W	14	1	18230815	+	1
29308	GA	14	11	1.46	14	1434597	14	886620	19117434	55	W	14	1	18230815	+	1
26780	GA	14	11	1.46	14	1546061	14	886620	19117434	55	W	14	1	18230815	+	1
3806	GA	14	11	1.46	14	1267357	14	886620	19117434	55	W	14	1	18230815	+	1
75996	GA	14	11	1.46	14	1366461	14	886620	19117434	55	W	14	1	18230815	+	1
32687	GA	14	11	1.46	14	1358020	14	886620	19117434	55	W	14	1	18230815	+	1
35598	GA	14	11	1.46	14	1779410	14	886620	19117434	55	W	14	1	18230815	+	1
106218	GA	14	11	1.46	14	1679636	14	886620	19117434	55	W	14	1	18230815	+	1
19382	GA	14	11	1.46	14	1261561	14	886620	19117434	55	W	14	1	18230815	+	1
69598	GA	14	11	1.46	14	1720067	14	886620	19117434	55	W	14	1	18230815	+	1
38724	GA	14	11	1.46	14	1746041	14	886620	19117434	55	W	14	1	18230815	+	1
22551	GA	14	11	1.46	14	1641988	14	886620	19117434	55	W	14	1	18230815	+	1
73216	GA	14	11	1.46	14	1314019	14	886620	19117434	55	W	14	1	18230815	+	1
103644	GA	14	11	1.46	14	1774187	14	886620	19117434	55	W	14	1	18230815	+	1
101138	GA	14	11	1.46	14	1267302	14	886620	19117434	55	W	14	1	18230815	+	1
32687	GA	14	11	1.46	14	1357989	14	886620	19117434	55	W	14	1	18230815	+	1
79836	GA	14	11	1.46	14	1420588	14	886620	19117434	55	W	14	1	18230815	+	1
58299	GA	14	11	1.46	14	1316296	14	886620	19117434	55	W	14	1	18230815	+	1
24703	GA	14	11	1.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8794	GA	14	11	2.19	14	1339199	14	886620	19117434	55	W	14	1	18230815	+	1
38998	GA	14	11	2.19	14	1317095	14	886620	19117434	55	W	14	1	18230815	+	1
38998	GA	14	11	2.19	14	1317153	14	886620	19117434	55	W	14	1	18230815	+	1
22517	GA	14	11	2.92	14	1791539	14	886620	19117434	55	W	14	1	18230815	+	1
87218	GA	14	11	5.142	14	1985507	14	886620	19117434	55	W	14	1	18230815	+	1
16277	GA	14	11	5.142	14	2055371	14	886620	19117434	55	W	14	1	18230815	+	1
16277	GA	14	11	5.142	14	2055397	14	886620	19117434	55	W	14	1	18230815	+	1
6270	GA	14	11	5.142	14	1985542	14	886620	19117434	55	W	14	1	18230815	+	1
6270	GA	14	11	5.142	14	1985549	14	886620	19117434	55	W	14	1	18230815	+	1
105284	GA	14	11	5.142	14	1982807	14	886620	19117434	55	W	14	1	18230815	+	1
120303	GA	14	11	5.142	14	1965330	14	886620	19117434	55	W	14	1	18230815	+	1
113105	GA	14	11	5.142	14	2054158	14	886620	19117434	55	W	14	1	18230815	+	1
21322	GA	14	11	5.142	14	2011437	14	886620	19117434	55	W	14	1	18230815	+	1
21322	GA	14	11	5.142	14	2011415	14	886620	19117434	55	W	14	1	18230815	+	1
119987	GA	14	11	5.142	14	1934030	14	886620	19117434	55	W	14	1	18230815	+	1
21322	GA	14	11	5.142	14	2011373	14	886620	19117434	55	W	14	1	18230815	+	1
119987	GA	14	11	5.142	14	1934031	14	886620	19117434	55	W	14	1	18230815	+	1
40739	GA	14	11	5.142	14	2083376	14	886620	19117434	55	W	14	1	18230815	+	1
113105	GA	14	11	5.142	14	2054157	14	886620	19117434	55	W	14	1	18230815	+	1
82679	GA	14	11	5.142	14	1993640	14	886620	19117434	55	W	14	1	18230815	+	1
40739	GA	14	11	5.142	14	2083350	14	886620	19117434	55	W	14	1	18230815	+	1
16277	GA	14	11	5.142	14	2055379	14	886620	19117434	55	W	14	1	18230815	+	1
112153	GA	14	11	6.613	14	2106994	14	886620	19117434	55	W	14	1	18230815	+	1
112153	GA	14	11	6.613	14	2106983	14	886620	19117434	55	W	14	1	18230815	+	1
112153	GA	14	11	6.613	14	2107036	14	886620	19117434	55	W	14	1	18230815	+	1
120081	GA	14	11	9.599	14	2226872	14	886620	19117434	55	W	14	1	18230815	+	1
120081	GA	14	11	9.599	14	2226873	14	886620	19117434	55	W	14	1	18230815	+	1
22115	GA	14	11	9.599	14	2217708	14	886620	19117434	55	W	14	1	18230815	+	1
120081	GA	14	11	9.599	14	2226874	14	886620	19117434	55	W	14	1	18230815	+	1
22115	GA	14	11	9.599	14	2217736	14	886620	19117434	55	W	14	1	18230815	+	1
30132	GA	14	11	10.329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30132	GA	14	11	10.329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
43109	GA	14	11	15.678	14	2625141	14	886620	19117434	55	W	14	1	18230815	+	1
114651	GA	14	11	15.678	14	2567383	14	886620	19117434	55	W	14	1	18230815	+	1
114651	GA	14	11	15.678	14	2567407	14	886620	19117434	55	W	14	1	18230815	+	1
5974	GA	14	11	15.678	14	2580320	14	886620	19117434	55	W	14	1	18230815	+	1
114651	GA	14	11	15.678	14	2567408	14	886620	19117434	55	W	14	1	18230815	+	1
5974	GA	14	11	15.678	14	2580324	14	886620	19117434	55	W	14	1	18230815	+	1
49256	GA	14	11	15.678	14	2580293	14	886620	19117434	55	W	14	1	18230815	+	1
40361	GA	14	11	15.678	14	2575692	14	886620	19117434	55	W	14	1	18230815	+	1
63005	GA	14	11	16.407	14	2634794	14	886620	19117434	55	W	14	1	18230815	+	1
63005	GA	14	11	16.407	14	2634845	14	886620	19117434	55	W	14	1	18230815	+	1
63005	GA	14	11	17.137	14	2634780	14	886620	19117434	55	W	14	1	18230815	+	1
56060	GA	14	11	17.137	14	2627652	14	886620	19117434	55	W	14	1	18230815	+	1
71550	GA	14	11	17.137	14	2639938	14	886620	19117434	55	W	14	1	18230815	+	1
5502	GA	14	11	17.867	14	2697100	14	886620	19117434	55	W	14	1	18230815	+	1
82220	GA	14	11	17.867	14	2697118	14	886620	19117434	55	W	14	1	18230815	+	1
43854	GA	14	11	17.867	14	2708272	14	886620	19117434	55	W	14	1	18230815	+	1
37440	GA	14	11	19.338	14	2745711	14	886620	19117434	55	W	14	1	18230815	+	1
110013	GA	14	11	19.338	14	2751264	14	886620	19117434	55	W	14	1	18230815	+	1
91163	GA	14	11	20.068	14	2773587	14	886620	19117434	55	W	14	1	18230815	+	1
74800	GA	14	11	20.798	14	2773576	14	886620	19117434	55	W	14	1	18230815	+	1
74800	GA	14	11	20.798	14	2773568	14	886620	19117434	55	W	14	1	18230815	+	1
34517	GA	14	11	25.347	14	2989208	14	886620	19117434	55	W	14	1	18230815	+	1
1286	GA	14	11	26.076	14	3003386	14	886620	19117434	55	W	14	1	18230815	+	1
77253	GA	14	11	26.806	14	3047335	14	886620	19117434	55	W	14	1	18230815	+	1
65469	GA	14	11	26.806	14	3052870	14	886620	19117434	55	W	14	1	18230815	+	1
18107	GA	14	11	26.806	14	3046206	14	886620	19117434	55	W	14	1	18230815	+	1
107476	GA	14	11	30.568	14	3145508	14	886620	19117434	55	W	14	1	18230815	+	1
71701	GA	14	11	33.554	14	3249410	14	886620	19117434	55	W	14	1	18230815	+	1
50315	GA	14	11	33.554	14	3245230	14	886620	19117434	55	W	14	1	18230815	+	1
44534	GA	14	11	39.715	14	3362641	14	886620	19117434	55	W	14	1	18230815	+	1
108712	GA	14	11	41.186	14	3401428	14	886620	19117434	55	W	14	1	18230815	+	1
46687	GA	14	11	41.186	14	3388371	14	886620	19117434	55	W	14	1	18230815	+	1
32340	GA	14	11	41.916	14	3490197	14	886620	19117434	55	W	14	1	18230815	+	1
1343	GA	14	11	50.599	14	4178840	14	886620	19117434	55	W	14	1	18230815	+	1
1343	GA	14	11	50.599	14	4178843	14	886620	19117434	55	W	14	1	18230815	+	1
