LG	ogchr	ogphys	lgchr	pos
LG12	12	1688414	12	14.413
LG12	12	1688414	12	14.413
LG12	12	1763786	12	15.884
LG12	12	1763786	12	15.884
LG12	12	1780956	12	15.884
LG12	12	1780956	12	15.884
LG12	12	1780956	12	15.884
LG12	12	1842278	12	16.614
LG12	12	1845142	12	16.614
LG12	12	1862133	12	16.614
LG04	12	1919683	10	0
LG12	12	1946286	12	17.344
LG12	12	1967750	12	17.344
LG12	12	1967750	12	17.344
LG12	12	2127910	12	18.814
LG12	12	2127910	12	18.814
LG12	12	2177439	12	18.814
LG12	12	2360398	12	21.015
LG12	12	2444736	12	21.015
LG12	12	2513248	12	21.745
LG12	12	2558455	12	63.616
LG12	12	2613322	12	22.475
LG12	12	2616626	12	23.205
LG12	12	2668454	12	23.205
LG12	12	2670168	12	23.205
LG12	12	2670168	12	23.205
LG12	12	2688557	12	23.935
LG12	12	2688557	12	23.935
LG12	12	2688557	12	23.935
LG12	12	2708161	12	23.935
LG12	12	2715166	12	23.935
LG12	12	2717032	12	23.935
LG12	12	2764948	12	26.135
LG12	12	2810927	12	25.405
LG12	12	2815439	12	25.405
LG12	12	2829096	12	26.135
LG12	12	2829096	12	26.135
LG12	12	2831906	12	26.865
LG12	12	2831906	12	26.865
LG12	12	2878972	12	27.595
LG12	12	2878972	12	27.595
LG12	12	2891659	12	28.325
LG12	12	2891659	12	28.325
LG12	12	2899143	12	28.325
LG12	12	2899143	12	28.325
LG12	12	2939713	12	32.086
LG12	12	2939713	12	32.086
LG12	12	2939713	12	32.086
LG12	12	2958314	12	32.086
LG12	12	2958314	12	32.086
LG12	12	2973333	12	32.086
LG12	12	2973333	12	32.086
LG12	12	2973333	12	32.086
LG12	12	2998593	12	32.086
LG12	12	2998593	12	32.086
LG12	12	3002553	12	32.086
LG12	12	3010954	12	32.086
LG12	12	3021382	12	32.086
LG12	12	3031591	12	32.086
LG12	12	3032537	12	32.086
LG12	12	3050215	12	32.086
LG12	12	3050650	12	32.086
LG12	12	3050650	12	32.086
LG12	12	3050650	12	32.086
LG12	12	3146545	12	32.816
LG12	12	3148273	12	32.816
LG12	12	3154514	12	32.816
LG12	12	3173576	12	32.816
LG12	12	3208855	12	32.816
LG12	12	3237211	12	34.276
LG12	12	3239241	12	33.546
LG12	12	3239241	12	33.546
LG12	12	3242789	12	33.546
LG12	12	3242789	12	33.546
LG12	12	3247139	12	33.546
LG12	12	3247139	12	33.546
LG12	12	3256688	12	33.546
LG12	12	3256688	12	33.546
LG12	12	3257822	12	33.546
LG12	12	3293800	12	33.546
LG12	12	3326721	12	33.546
LG12	12	3326721	12	33.546
LG12	12	3326721	12	33.546
LG12	12	3340176	12	33.546
LG12	12	3368351	12	33.546
LG12	12	3368351	12	33.546
LG12	12	3371798	12	32.816
LG12	12	3397205	12	32.086
LG12	12	3413744	12	33.546
LG12	12	3413744	12	33.546
LG12	12	3432942	12	33.546
LG12	12	3567725	12	37.262
LG12	12	3581439	12	37.992
LG12	12	3618346	12	38.722
LG12	12	3629659	12	39.452
LG12	12	3629659	12	39.452
LG12	12	3659905	12	39.452
LG12	12	3659905	12	39.452
LG12	12	3663455	12	39.452
LG12	12	3672867	12	39.452
LG12	12	3743454	12	41.675
LG12	12	3743454	12	41.675
LG12	12	3743454	12	41.675
LG12	12	3798330	12	41.675
LG12	12	3798330	12	42.405
LG12	12	3798333	12	42.405
LG12	12	3798333	12	42.405
LG12	12	3801092	12	41.675
LG12	12	3805981	12	42.405
LG12	12	3843607	12	42.405
LG12	12	3898758	12	43.875
LG12	12	3938783	12	44.605
LG12	12	3950297	12	44.605
LG12	12	3950297	12	44.605
LG12	12	3950297	12	44.605
LG12	12	4019237	12	44.605
LG12	12	4024989	12	44.605
LG12	12	4035089	12	44.605
LG12	12	4037111	12	44.605
LG12	12	4042588	12	44.605
LG12	12	4042588	12	44.605
LG12	12	4071993	12	44.605
LG12	12	4086078	12	44.605
LG12	12	4099083	12	44.605
LG12	12	4113636	12	44.605
LG12	12	4115839	12	44.605
LG12	12	4137580	12	44.605
LG12	12	4137580	12	44.605
LG12	12	4144148	12	44.605
LG12	12	4154891	12	44.605
LG12	12	4178807	12	45.335
LG12	12	4247115	12	46.806
LG12	12	4247118	12	46.806
LG12	12	4247118	12	46.806
LG12	12	4247118	12	46.806
LG12	12	4247118	12	46.806
LG12	12	4247118	12	46.806
LG12	12	4247118	12	46.806
LG12	12	4254710	12	46.806
LG12	12	4258874	12	47.536
LG12	12	4271418	12	47.536
LG12	12	4347740	12	48.266
LG12	12	4350526	12	48.266
LG12	12	4350526	12	48.266
LG12	12	4354505	12	48.266
LG12	12	4354505	12	48.266
LG12	12	4410958	12	48.266
LG12	12	4495294	12	48.996
LG12	12	4495294	12	48.996
LG12	12	4501198	12	48.996
LG12	12	4501198	12	48.996
LG12	12	4501198	12	48.996
LG12	12	4546135	12	49.726
LG12	12	4546135	12	49.726
LG12	12	4557632	12	50.455
LG12	12	4557635	12	50.455
LG12	12	4557635	12	50.455
LG12	12	4643941	12	51.926
LG12	12	4678085	12	51.926
LG12	12	4678085	12	51.926
LG12	12	4678085	12	51.926
LG12	12	4730265	12	51.926
LG12	12	4730265	12	51.926
LG12	12	4784601	12	51.926
LG12	12	4789998	12	51.926
LG12	12	4797635	12	51.926
LG12	12	4825532	12	51.926
LG12	12	4834378	12	51.926
LG12	12	4874818	12	51.926
LG12	12	4874818	12	51.926
LG12	12	4874818	12	51.926
LG12	12	4874818	12	51.926
LG12	12	4874818	12	51.926
LG12	12	4874818	12	51.926
LG12	12	4921888	12	52.656
LG12	12	4932987	12	52.656
LG12	12	4982984	12	53.386
LG12	12	5058959	12	53.386
LG12	12	5062971	12	53.386
LG12	12	5072458	12	53.386
LG12	12	5072458	12	53.386
LG12	12	5072458	12	53.386
LG12	12	5074273	12	53.386
LG12	12	5101158	12	53.386
LG12	12	5101158	12	53.386
LG12	12	5168673	12	53.386
LG12	12	5298898	12	53.386
LG12	12	5313911	12	53.386
LG12	12	5319764	12	53.386
LG12	12	5320930	12	53.386
LG12	12	5320930	12	53.386
LG12	12	5320930	12	53.386
LG12	12	5413556	12	53.386
LG12	12	5418788	12	53.386
LG12	12	5440553	12	52.656
LG12	12	5442640	12	53.386
LG12	12	5452680	12	53.386
LG12	12	5452680	12	53.386
LG12	12	5452680	12	53.386
LG12	12	5452680	12	53.386
LG12	12	5455121	12	53.386
LG12	12	5455121	12	53.386
LG12	12	5455121	12	53.386
LG12	12	5476767	12	53.386
LG12	12	5493610	12	53.386
LG12	12	5513971	12	53.386
LG12	12	5564875	12	53.386
LG12	12	5582518	12	53.386
LG12	12	5582518	12	53.386
LG12	12	5639907	12	53.386
LG12	12	5639907	12	53.386
LG12	12	5654541	12	53.386
LG12	12	5668671	12	53.386
LG12	12	5679186	12	53.386
LG12	12	5686878	12	53.386
LG12	12	5686878	12	53.386
LG12	12	5716892	12	53.386
LG12	12	5739990	12	53.386
LG12	12	5739990	12	53.386
LG12	12	5749101	12	53.386
LG12	12	5782516	12	53.386
LG12	12	5785316	12	53.386
LG12	12	5797144	12	53.386
LG12	12	5797144	12	53.386
LG12	12	5836547	12	53.386
LG12	12	5836547	12	53.386
LG12	12	5836547	12	53.386
LG12	12	5870225	12	53.386
LG12	12	5884303	12	53.386
LG12	12	5924273	12	53.386
LG12	12	5927008	12	53.386
LG12	12	5941511	12	53.386
LG12	12	5941511	12	53.386
LG12	12	5941511	12	53.386
LG12	12	5941511	12	53.386
LG12	12	5948072	12	53.386
LG12	12	5948072	12	53.386
LG12	12	5957045	12	53.386
LG12	12	5957045	12	53.386
LG12	12	5957262	12	53.386
LG12	12	5966764	12	54.116
LG12	12	5988154	12	54.116
LG12	12	5988157	12	54.116
LG12	12	5995731	12	54.116
LG12	12	5995731	12	54.116
LG12	12	5995731	12	54.116
LG12	12	6005099	12	54.116
LG12	12	6005099	12	54.116
LG12	12	6017804	12	53.386
LG12	12	6035924	12	54.116
LG12	12	6067806	12	54.116
LG12	12	6067806	12	54.116
LG12	12	6096724	12	54.846
LG12	12	6119557	12	54.846
LG12	12	6119557	12	54.846
LG12	12	6119557	12	54.846
LG12	12	6119557	12	54.846
LG12	12	6131177	12	54.846
LG12	12	6133680	12	54.846
LG12	12	6162172	12	55.576
LG12	12	6162172	12	55.576
LG12	12	6168407	12	55.576
LG12	12	6168407	12	55.576
LG12	12	6168407	12	55.576
LG12	12	6168407	12	55.576
LG12	12	6184872	12	55.576
LG12	12	6261945	12	56.306
LG12	12	6264398	12	56.306
LG12	12	6264398	12	56.306
LG12	12	6291445	12	56.306
LG12	12	6342190	12	56.306
LG12	12	6356461	12	56.306
LG12	12	6383490	12	56.306
LG12	12	6383490	12	56.306
LG12	12	6393696	12	56.306
LG12	12	6393696	12	56.306
LG12	12	6408972	12	56.306
LG12	12	6408972	12	56.306
LG12	12	6479895	12	56.306
LG12	12	6479895	12	56.306
LG12	12	6479895	12	56.306
LG12	12	6479895	12	56.306
LG12	12	6491296	12	56.306
LG12	12	6509448	12	56.306
LG12	12	6539378	12	56.306
LG12	12	6539378	12	56.306
LG12	12	6547475	12	56.306
LG12	12	6556600	12	56.306
LG12	12	6585966	12	56.306
LG12	12	6640576	12	56.306
LG12	12	6640576	12	56.306
LG12	12	6640576	12	56.306
LG12	12	6640576	12	56.306
LG12	12	6668259	12	56.306
LG12	12	6762023	12	56.306
LG12	12	6777393	12	56.306
LG12	12	6815374	12	56.306
LG12	12	6815374	12	57.036
LG12	12	6834462	12	57.036
LG12	12	6845828	12	57.036
LG12	12	6850173	12	57.036
LG12	12	6850173	12	57.036
LG12	12	6852122	12	57.036
LG12	12	6880022	12	57.766
LG12	12	6882734	12	57.766
LG12	12	6888718	12	57.766
LG12	12	6924542	12	57.766
LG12	12	6926051	12	57.766
LG12	12	7013060	12	57.766
LG12	12	7013060	12	57.766
LG12	12	7091293	12	57.766
LG12	12	7091296	12	57.766
LG12	12	7112988	12	57.766
LG12	12	7123516	12	56.306
LG12	12	7128161	12	57.766
LG12	12	7128161	12	57.766
LG12	12	7159870	12	57.766
LG12	12	7204740	12	57.766
LG12	12	7214768	12	58.496
LG12	12	7214768	12	58.496
LG12	12	7227844	12	58.496
LG12	12	7239713	12	58.496
LG12	12	7249214	12	58.496
LG12	12	7249214	12	58.496
LG12	12	7252409	12	59.226
LG12	12	7277689	12	58.496
LG12	12	7324525	12	59.226
LG12	12	7333099	12	57.766
LG12	12	7333099	12	58.496
LG12	12	7360012	12	59.226
LG12	12	7365011	12	59.226
LG12	12	7365011	12	59.226
LG12	12	7392138	12	59.226
LG12	12	7420495	12	59.956
LG12	12	7477653	12	59.226
LG12	12	7513958	12	57.766
LG12	12	7513958	12	57.766
LG12	12	7555870	12	59.226
LG12	12	7578611	12	59.226
LG12	12	7579572	12	59.226
LG12	12	7579575	12	59.226
LG12	12	7579575	12	59.226
LG12	12	7579575	12	59.226
LG12	12	7580051	12	59.226
LG12	12	7587968	12	59.226
LG12	12	7595859	12	59.226
LG12	12	7620474	12	59.956
LG12	12	7620474	12	59.956
LG12	12	7645444	12	59.956
LG12	12	7645444	12	59.956
LG12	12	7651924	12	59.226
LG12	12	7651924	12	59.226
LG12	12	7652801	12	59.226
LG12	12	7657438	12	59.956
LG12	12	7662247	12	59.956
LG12	12	7664161	12	59.956
LG12	12	7664164	12	59.956
LG12	12	7676174	12	59.956
LG12	12	7736849	12	59.956
LG12	12	7736849	12	59.956
LG12	12	7750516	12	59.956
LG12	12	7770271	12	59.956
LG12	12	7803756	12	59.956
LG12	12	7821575	12	59.956
LG12	12	7889019	12	61.426
LG12	12	8033059	12	61.426
LG12	12	8070523	12	61.426
LG12	12	8145061	12	61.426
LG12	12	8145061	12	61.426
LG12	12	8157474	12	61.426
LG12	12	8157474	12	61.426
LG12	12	8178843	12	61.426
LG12	12	8219028	12	62.156
LG12	12	8269462	12	62.886
LG12	12	8422135	12	62.886
LG12	12	8524969	12	63.616
LG12	12	8532543	12	63.616
LG12	12	8567516	12	63.616
LG12	12	8706639	12	64.346
LG12	12	8847557	12	63.616
LG12	12	8931990	12	64.346
LG12	12	8945736	12	64.346
LG12	12	8969450	12	64.346
LG12	12	8974046	12	64.346
LG12	12	9034964	12	64.346
LG12	12	9062986	12	64.346
LG12	12	9076643	12	64.346
LG12	12	9080448	12	64.346
LG12	12	9080448	12	64.346
LG12	12	9118776	12	64.346
LG12	12	9196950	12	64.346
LG12	12	9243989	12	65.076
LG12	12	9245770	12	65.076
LG12	12	9245770	12	65.076
LG12	12	9295329	12	65.076
LG12	12	9295329	12	65.076
LG12	12	9295329	12	65.076
LG12	12	9295329	12	65.076
LG12	12	9301946	12	65.076
LG12	12	9306805	12	65.076
LG12	12	9332663	12	65.076
LG12	12	9347653	12	65.076
LG12	12	9347653	12	65.076
LG12	12	9366719	12	65.076
LG12	12	9372149	12	65.806
LG12	12	9372149	12	65.806
LG12	12	9499782	12	66.536
LG12	12	9509532	12	66.536
LG12	12	9513496	12	66.536
LG12	12	9546376	12	66.536
LG12	12	9665935	12	65.806
LG12	12	9732071	12	66.536
LG12	12	9791291	12	67.266
LG12	12	9864692	12	67.266
LG12	12	9996789	12	66.536
LG12	12	10001141	12	67.266
LG12	12	10001141	12	67.266
LG12	12	10068151	12	67.266
LG12	12	10172175	12	67.266
LG12	12	10213525	12	65.806
LG12	12	10236755	12	68.726
LG12	12	10290776	12	67.996
LG12	12	10290776	12	67.996
LG12	12	10312086	12	67.996
LG12	12	10312086	12	67.996
LG12	12	10389291	12	68.726
LG12	12	10436367	12	68.726
LG12	12	10436596	12	68.726
LG12	12	10436596	12	68.726
LG12	12	10463236	12	68.726
LG12	12	10471042	12	68.726
LG12	12	10471042	12	68.726
LG12	12	10484446	12	68.726
LG12	12	10518612	12	70.196
LG12	12	10526997	12	70.196
LG12	12	10532920	12	70.196
LG12	12	10532920	12	70.196
LG12	12	10532920	12	70.196
LG12	12	10552500	12	70.196
LG12	12	10552500	12	70.196
LG12	12	10552500	12	70.196
LG12	12	10552981	12	70.196
LG12	12	10552981	12	70.196
LG12	12	10624096	12	70.926
LG12	12	10624096	12	70.926
LG12	12	10789774	12	71.656
LG12	12	10789774	12	71.656
LG12	12	10789774	12	71.656
LG12	12	10799756	12	70.926
LG12	12	10830782	12	71.656
LG12	12	10860064	12	73.127
LG12	12	10860064	12	73.127
LG12	12	10860064	12	73.127
LG12	12	10860064	12	73.127
LG12	12	10879246	12	73.127
LG12	12	10884466	12	73.127
LG12	12	10892957	12	73.127
LG12	12	10933102	12	73.857
LG12	12	10963598	12	73.857
LG12	12	10967616	12	73.857
LG12	12	10967616	12	73.857
LG12	12	10978259	12	73.857
LG12	12	11009750	12	73.857
LG12	12	11035232	12	74.587
LG12	12	11035232	12	74.587
LG12	12	11035232	12	74.587
LG12	12	11082184	12	76.057
LG12	12	11102539	12	76.787
LG12	12	11109099	12	76.787
LG12	12	11109099	12	76.787
LG12	12	11109099	12	76.787
LG12	12	11145108	12	76.787
LG12	12	11210777	12	77.517
LG12	12	11211558	12	77.517
LG12	12	11242835	12	77.517
LG12	12	11258086	12	78.247
LG12	12	11310003	12	78.247
LG12	12	11310003	12	78.247
LG12	12	11334630	12	78.247
LG12	12	11334630	12	78.247
LG12	12	11364692	12	78.247
LG12	12	11364935	12	78.247
LG12	12	11460185	12	78.247
LG12	12	11471065	12	78.247
LG12	12	11477855	12	78.977
LG12	12	11494764	12	78.977
LG12	12	11507476	12	78.977
LG12	12	11543806	12	78.247
LG12	12	11684758	12	78.977
LG12	12	11697597	12	79.707
LG12	12	11697597	12	79.707
LG12	12	11708213	12	79.707
LG12	12	11708213	12	79.707
LG12	12	11708213	12	79.707
LG12	12	11722056	12	79.707
LG12	12	11744176	12	79.707
LG12	12	11744176	12	79.707
LG12	12	11744700	12	78.977
LG12	12	11776352	12	79.707
LG12	12	11993641	12	83.4
LG12	12	12058307	12	84.86
LG12	12	12058307	12	84.86
LG12	12	12058307	12	84.86
LG12	12	12058307	12	84.86
LG12	12	12071903	12	86.32
LG12	12	12071903	12	86.32
LG12	12	12071903	12	86.32
LG12	12	12071903	12	86.32
LG12	12	12149187	12	87.05
LG12	12	12161963	12	87.05
LG12	12	12168095	12	87.05
LG12	12	12172045	12	87.05
LG12	12	12220731	12	87.78
LG12	12	12220731	12	87.78
LG12	12	12220731	12	87.78
LG12	12	12279768	12	88.51
LG12	12	12339430	12	88.51
LG12	12	12339430	12	88.51
LG12	12	12339430	12	88.51
LG12	12	12383089	12	89.981
LG12	12	12383089	12	89.981
LG12	12	12383089	12	89.981
LG12	12	12450191	12	91.441
LG12	12	12450191	12	91.441
LG12	12	12451077	12	90.711
LG12	12	12483006	12	93.663
LG12	12	12492021	12	93.663
LG12	12	12497397	12	93.663
LG12	12	12497397	12	93.663
LG12	12	12552976	12	93.663
LG12	12	12574833	12	94.393
LG12	12	12622273	12	94.393
LG12	12	12682606	12	94.393
LG12	12	12702820	12	94.393
LG12	12	12716444	12	94.393
LG12	12	12732360	12	93.663
LG12	12	12748755	12	94.393
LG12	12	12752234	12	94.393
LG12	12	12841282	12	95.864
LG12	12	12843535	12	95.864
LG12	12	12843535	12	95.864
LG12	12	12849204	12	95.864
LG12	12	12850366	12	95.864
LG12	12	12908956	12	95.864
LG12	12	12908959	12	96.594
LG12	12	12908959	12	96.594
LG12	12	12947064	12	95.864
LG12	12	12947064	12	95.864
LG12	12	12947064	12	95.864
LG12	12	12966777	12	97.324
LG12	12	12966780	12	97.324
LG12	12	12969884	12	97.324
LG12	12	12969884	12	97.324
LG12	12	12969884	12	97.324
LG12	12	12969884	12	97.324
LG12	12	12977016	12	97.324
LG12	12	13026590	12	97.324
LG12	12	13026590	12	97.324
LG12	12	13058102	12	95.864
LG12	12	13086364	12	97.324
LG12	12	13130080	12	97.324
LG12	12	13171553	12	97.324
LG12	12	13251034	12	98.794
LG12	12	13251034	12	98.794
LG12	12	13251034	12	98.794
LG12	12	13255999	12	98.794
LG12	12	13257471	12	98.794
LG12	12	13316312	12	98.794
LG12	12	13316312	12	98.794
LG12	12	13317492	12	98.794
LG12	12	13321907	12	98.794
LG12	12	13321907	12	98.794
LG12	12	13321907	12	98.794
LG12	12	13348195	12	99.524
LG12	12	13351768	12	99.524
LG12	12	13357189	12	99.524
LG12	12	13357189	12	99.524
LG12	12	13693795	12	102.51
LG12	12	13693795	12	102.51
LG12	12	13693795	12	102.51
LG12	12	13693795	12	102.51
LG12	12	13753674	12	102.51
LG12	12	13776980	12	103.24
LG12	12	13776980	12	103.24
LG12	12	13785719	12	103.24
LG12	12	13785719	12	103.24
LG12	12	13788246	12	102.51
LG12	12	13788246	12	103.24
LG12	12	13789753	12	103.24
LG12	12	13834488	12	103.97
LG12	12	13834488	12	103.97
LG12	12	13837130	12	103.97
LG12	12	13838357	12	103.97
LG12	12	13853511	12	103.97
LG12	12	13906333	12	104.7
LG12	12	13913539	12	104.7
LG12	12	13913539	12	104.7
LG12	12	13959506	12	104.7
LG12	12	14009231	12	106.171
LG12	12	14020985	12	106.171
LG12	12	14036202	12	106.171
LG12	12	14057934	12	106.171
LG12	12	14070653	12	106.171
LG12	12	14087153	12	106.171
LG12	12	14109231	12	106.171
LG12	12	14109231	12	106.171
LG12	12	14119451	12	107.642
LG12	12	14119451	12	107.642
LG12	12	14119451	12	107.642
LG12	12	14129687	12	107.642
LG12	12	14129687	12	107.642
LG12	12	14129687	12	107.642
LG12	12	14129687	12	107.642
LG12	12	14129687	12	107.642
LG12	12	14160927	12	107.642
LG12	12	14164680	12	107.642
LG12	12	14213336	12	109.112
LG12	12	14213336	12	109.112
LG12	12	14245310	12	109.842
LG12	12	14245965	12	109.842
LG12	12	14245965	12	109.842
LG12	12	14245965	12	110.572
LG12	12	14258763	12	109.842
LG12	12	14258763	12	109.842
LG12	12	14300510	12	109.842
LG12	12	14361260	12	78.977
LG12	12	14388732	12	110.572
LG12	12	14416558	12	110.572
LG12	12	14416558	12	110.572
LG12	12	14470882	12	110.572
LG12	12	14472726	12	110.572
LG12	12	14481456	12	111.302
LG12	12	14613864	12	111.302
LG12	12	14613864	12	111.302
LG12	12	14626294	12	111.302
LG12	12	14731463	12	111.302
LG12	12	14736166	12	110.572
LG12	12	14736166	12	110.572
LG12	12	14736166	12	111.302
LG01	12	14738354	9	138.192
LG12	12	14762190	12	111.302
LG12	12	14898207	12	111.302
LG12	12	14941102	12	110.572
LG12	12	14941102	12	110.572
LG12	12	14988637	12	111.302
LG12	12	15028961	12	111.302
LG12	12	15028961	12	111.302
LG12	12	15028964	12	111.302
LG12	12	15086503	12	111.302
LG12	12	15119959	12	111.302
LG12	12	15130328	12	111.302
LG12	12	15134642	12	111.302
LG12	12	15134642	12	111.302
LG12	12	15259508	12	111.302
LG12	12	15267643	12	112.032
LG12	12	15270634	12	112.032
LG12	12	15298829	12	112.032
LG12	12	15316050	12	112.032
LG12	12	15316050	12	112.032
LG12	12	15316050	12	112.032
LG12	12	15337895	12	112.032
LG12	12	15337895	12	112.032
LG12	12	15353736	12	112.032
LG12	12	15353736	12	112.032
LG12	12	15353736	12	112.032
LG12	12	15444979	12	112.032
LG12	12	15483269	12	112.032
LG12	12	15483269	12	112.032
LG12	12	15483269	12	112.032
LG12	12	15563239	12	112.762
LG12	12	15704268	12	112.762
LG12	12	15705306	12	112.762
LG12	12	15709483	12	112.762
LG12	12	15745644	12	112.762
LG12	12	15755509	12	112.762
LG12	12	15816510	12	112.762
LG12	12	15822417	12	112.762
LG12	12	15822994	12	112.762
LG12	12	15892219	12	113.492
LG12	12	15892219	12	113.492
LG12	12	15933043	12	113.492
LG12	12	16116475	12	113.492
LG12	12	16116478	12	113.492
LG12	12	16116478	12	113.492
LG12	12	16116478	12	113.492
LG12	12	16161282	12	113.492
LG12	12	16161282	12	113.492
LG12	12	16161282	12	113.492
LG12	12	16161282	12	113.492
LG12	12	16169543	12	113.492
LG12	12	16285963	12	113.492
LG12	12	16373460	12	113.492
LG12	12	16455608	12	112.762
LG12	12	16486426	12	113.492
LG12	12	16486426	12	113.492
LG12	12	16694137	12	112.762
LG12	12	16743969	12	113.492
LG12	12	17958039	12	113.492
LG12	12	17958419	12	113.492
LG12	12	18152309	12	113.492
LG12	12	18231408	12	113.492
LG12	12	18335302	12	113.492
LG12	12	18347144	12	113.492
LG12	12	18401679	12	113.492
LG12	12	18529708	12	125.128
LG12	12	18529708	12	125.128
LG12	12	18529708	12	125.128
LG12	12	18529708	12	125.857
LG12	12	18595843	12	125.128
LG12	12	18595843	12	125.128
LG12	12	18616985	12	124.398
LG12	12	18676372	12	125.128
LG12	12	18801183	12	129.551
LG12	12	18801183	12	129.551
LG12	12	18830037	12	128.08
LG12	12	18831649	12	128.08
LG12	12	18859122	12	128.08
LG12	12	18861968	12	128.08
LG12	12	18864622	12	128.08
LG12	12	18864625	12	128.08
LG12	12	18988390	12	133.312
LG16	13	12063	13	148.358
LG16	13	90662	13	145.438
LG16	13	158324	13	145.438
LG16	13	226876	13	143.968
LG16	13	310961	13	145.438
LG16	13	310961	13	145.438
LG16	13	407091	13	146.898
LG16	13	421977	13	147.628
LG16	13	470114	13	147.628
LG16	13	470114	13	147.628
LG16	13	516339	13	147.628
LG16	13	516339	13	147.628
LG16	13	516339	13	147.628
LG16	13	586867	13	147.628
LG16	13	656090	13	147.628
LG16	13	664938	13	147.628
LG16	13	704694	13	147.628
LG16	13	704694	13	147.628
LG16	13	704694	13	147.628
LG16	13	704694	13	147.628
LG16	13	780587	13	148.358
LG16	13	815612	13	148.358
LG16	13	855152	13	148.358
LG16	13	855152	13	148.358
LG16	13	857598	13	148.358
LG16	13	857598	13	148.358
LG16	13	858561	13	148.358
LG16	13	902518	13	148.358
LG16	13	905979	13	148.358
LG16	13	905979	13	148.358
LG16	13	921361	13	148.358
LG16	13	921361	13	148.358
LG16	13	921361	13	148.358
LG16	13	936412	13	148.358
LG16	13	953251	13	148.358
LG16	13	1004513	13	148.358
LG16	13	1021654	13	148.358
LG16	13	1021654	13	148.358
LG16	13	1048506	13	148.358
LG16	13	1048506	13	148.358
LG16	13	1048506	13	148.358
LG16	13	1069771	13	148.358
LG16	13	1102606	13	148.358
LG16	13	1118950	13	148.358
LG16	13	1150446	13	148.358
LG16	13	1150446	13	148.358
LG16	13	1150446	13	148.358
LG16	13	1154950	13	149.088
LG16	13	1230919	13	148.358
LG16	13	1240727	13	148.358
LG16	13	1240727	13	148.358
LG16	13	1270812	13	148.358
LG16	13	1270812	13	148.358
LG16	13	1297973	13	148.358
LG16	13	1305341	13	148.358
LG16	13	1305341	13	148.358
LG16	13	1336411	13	148.358
LG16	13	1336411	13	148.358
LG16	13	1361360	13	148.358
LG16	13	1361705	13	147.628
LG16	13	1362330	13	148.358
LG16	13	1364652	13	148.358
LG16	13	1467267	13	148.358
LG16	13	1700020	13	141.745
LG16	13	1844271	13	139.522
LG16	13	1844271	13	139.522
LG16	13	1844271	13	139.522
LG16	13	1902498	13	138.793
LG16	13	1961281	13	138.793
LG16	13	1996892	13	138.793
LG16	13	2062076	13	138.793
LG16	13	2143835	13	137.322
LG16	13	2143835	13	137.322
LG16	13	2166873	13	136.592
LG16	13	2186847	13	136.592
LG16	13	2186847	13	136.592
LG16	13	2296646	13	132.876
LG16	13	2334587	13	130.675
LG16	13	2334587	13	130.675
LG16	13	2365028	13	129.945
LG16	13	2365028	13	129.945
LG16	13	2365028	13	129.945
LG16	13	2385463	13	131.405
LG16	13	2385463	13	131.405
LG16	13	2414361	13	129.215
LG16	13	2414361	13	129.215
LG16	13	2446570	13	127.015
LG16	13	2453985	13	127.745
LG16	13	2508220	13	127.745
LG16	13	2508220	13	127.745
LG16	13	2561369	13	127.745
LG16	13	2822827	13	120.027
LG16	13	2995608	13	115.478
LG16	13	2995608	13	115.478
LG16	13	2995608	13	115.478
LG16	13	2995608	13	115.478
LG16	13	3004312	13	115.478
LG16	13	3004312	13	115.478
LG16	13	3085506	13	114.007
LG16	13	3148222	13	112.537
LG16	13	3167164	13	112.537
LG16	13	3167164	13	112.537
LG16	13	3167164	13	112.537
LG16	13	3229028	13	111.066
LG16	13	3280348	13	108.843
LG16	13	3327722	13	108.843
LG16	13	3327722	13	108.843
LG16	13	3333753	13	108.843
LG16	13	3342058	13	108.843
LG16	13	3395328	13	108.843
LG16	13	3407742	13	108.114
LG16	13	3446030	13	107.384
LG16	13	3488042	13	106.654
LG16	13	3491036	13	105.924
LG16	13	3491481	13	105.924
LG16	13	3491484	13	106.654
LG16	13	3570979	13	103.701
LG16	13	3652145	13	102.23
LG16	13	3765760	13	100.008
LG16	13	4279382	13	99.278
LG16	13	5265357	13	99.278
LG16	13	5265357	13	99.278
LG16	13	5265357	13	99.278
LG16	13	5465344	13	99.278
LG16	13	5465344	13	99.278
LG16	13	5545981	13	99.278
LG16	13	5591838	13	99.278
LG16	13	5620142	13	99.278
LG16	13	5620142	13	99.278
LG16	13	5624398	13	99.278
LG16	13	5624398	13	99.278
LG16	13	5624398	13	100.008
LG16	13	5809879	13	99.278
LG16	13	5809882	13	99.278
LG16	13	5828998	13	99.278
LG16	13	5828998	13	99.278
LG16	13	5882316	13	99.278
LG16	13	5882316	13	99.278
LG16	13	5942811	13	100.008
LG16	13	5968592	13	99.278
LG16	13	6003790	13	99.278
LG16	13	6018615	13	99.278
LG16	13	6018615	13	99.278
LG16	13	6337065	13	99.278
LG16	13	6337065	13	99.278
LG16	13	6341150	13	98.548
LG16	13	6361640	13	99.278
LG16	13	6361640	13	99.278
LG16	13	6361640	13	99.278
LG16	13	6375108	13	99.278
LG16	13	6406932	13	99.278
LG16	13	6513097	13	99.278
LG16	13	6573249	13	100.008
LG16	13	6573249	13	100.008
LG16	13	6573249	13	100.008
