LG	CHR	POS	MALE	FEMALE
10	58539	60	0	46.401
10	58539	44	0	46.401
10	58539	9	0	46.401
10	58539	53	0	46.401
10	51261	20	0	46.401
10	47197	44	0	46.401
10	47197	21	0	46.401
10	47197	56	0	46.401
10	47197	51	0	46.401
10	47159	49	0	46.401
10	37759	11	0	46.401
10	3502	7	0	46.401
10	36042	69	0	47.851
10	99723	12	0	48.576
10	96941	9	0	48.576
10	85613	41	0	48.576
10	80152	53	0	48.576
10	70906	10	0	48.576
10	44011	39	0	48.576
10	29227	6	0	48.576
10	28862	45	0	48.576
10	10832	11	0	48.576
10	10832	76	0	48.576
10	3800	25	0	48.576
10	3800	76	0	48.576
10	108601	44	0	50.025
10	84169	41	0	50.025
10	84169	15	0	50.025
10	69694	24	0	50.025
10	69694	27	0	50.025
10	48712	27	0	50.025
10	42271	63	0	50.025
10	34625	44	0	50.025
10	23038	24	0	50.025
10	21759	56	0	50.025
10	21423	15	0	50.025
10	3390	76	0	50.025
10	3390	18	0	50.025
10	114935	20	0	50.75
10	114935	72	0	50.75
10	107433	33	0	50.75
10	5238	35	0	50.75
10	5238	13	0	50.75
10	5238	62	0	50.75
10	117811	66	0	51.475
10	113642	35	0	51.475
10	112731	22	0	51.475
10	106002	68	0	51.475
10	86835	63	0	51.475
10	86835	33	0	51.475
10	86835	43	0	51.475
10	86835	13	0	51.475
10	54139	21	0	51.475
10	54139	20	0	51.475
10	41988	61	0	51.475
10	38842	69	0	51.475
10	29857	13	0	51.475
10	29098	67	0	51.475
10	11733	13	0	51.475
10	36164	27	0	52.2
10	35152	48	0	52.2
10	32127	6	0	52.2
10	20644	12	0	52.2
10	120234	54	0	52.924
10	112428	7	0	52.924
10	112428	6	0	52.924
10	107031	47	0	52.924
10	90158	69	0	52.924
10	90158	31	0	52.924
10	87000	29	0	52.924
10	79671	38	0	52.924
10	79671	35	0	52.924
10	49569	19	0	52.924
10	45395	59	0	52.924
10	33130	18	0	52.924
10	24211	17	0	52.924
10	20504	72	0	52.924
10	17973	11	0	53.649
10	108883	67	0	54.374
10	108883	56	0	54.374
10	86328	41	0	54.374
10	85943	65	0	54.374
10	85943	21	0	54.374
10	80697	54	0	54.374
10	80697	19	0	54.374
10	80697	32	0	54.374
10	56389	6	0	54.374
10	33052	14	0	54.374
10	39572	55	0	55.098
10	121055	9	0	57.274
10	61153	25	0	57.274
10	44611	37	0	57.274
10	35804	24	0	57.274
10	5331	8	0	57.274
10	5331	76	0	57.274
10	5331	32	0	57.274
10	101818	36	0	57.998
10	68815	13	0	57.998
10	48202	73	0	57.998
10	41983	57	0	57.998
10	34940	61	0	57.998
10	31795	57	0	57.998
10	31795	31	0	57.998
10	31307	6	0	57.998
10	5673	13	0	57.998
10	3664	66	0	57.998
10	121495	35	0	58.723
10	121495	7	0	58.723
10	118937	70	0	58.723
10	118448	16	0	58.723
10	110120	6	0	58.723
10	106439	70	0	58.723
10	104994	13	0	58.723
10	103203	18	0	58.723
10	101073	17	0	58.723
10	101073	51	0	58.723
10	66724	72	0	58.723
10	50410	44	0	58.723
10	50318	22	0	58.723
10	50064	13	0	58.723
10	50064	77	0	58.723
10	50064	63	0	58.723
10	44033	10	0	58.723
10	40847	39	0	58.723
10	40847	25	0	58.723
10	37171	55	0	58.723
10	29079	57	0	58.723
10	28497	22	0	58.723
10	23510	59	0	58.723
10	23510	52	0	58.723
10	20102	19	0	58.723
10	5227	75	0	58.723
10	3210	75	0	58.723
10	2860	33	0	58.723
10	2860	40	0	58.723
10	76150	27	0	59.448
10	76150	30	0	59.448
10	63723	20	0	59.448
10	61032	69	0	59.448
10	55934	60	0	59.448
10	53920	65	0	59.448
10	53920	67	0	59.448
10	103600	12	0	60.172
10	43794	62	0	60.172
10	33553	60	0	60.172
10	24568	36	0	60.172
10	16211	50	0	60.172
10	37668	42	0	60.897
10	114723	19	0	62.347
10	76813	18	0	62.347
10	74307	22	0	62.347
10	74307	57	0	62.347
10	57871	8	0	62.347
10	48683	15	0	62.347
10	47194	18	0	62.347
10	41878	54	0	62.347
10	15567	41	0	62.347
10	15567	7	0	62.347
10	5786	39	0	62.347
10	5786	77	0	62.347
10	111116	13	0	63.796
10	107435	43	0	63.796
10	104185	41	0	63.796
10	102117	18	0	63.796
10	98162	53	0	63.796
10	95776	44	0	63.796
10	66481	60	0	63.796
10	55754	12	0	63.796
10	54124	37	0	63.796
10	52368	45	0	63.796
10	46188	36	0	63.796
10	46188	67	0	63.796
10	33897	64	0	63.796
10	33897	59	0	63.796
10	32276	55	0	63.796
10	28543	71	0	63.796
10	5061	48	0	63.796
10	4187	76	0	63.796
10	1589	77	0	63.796
10	104563	39	0	64.521
10	104563	49	0	64.521
10	70490	6	0	64.521
10	63973	61	0	64.521
10	38576	20	0	64.521
10	38576	37	0	64.521
10	28702	6	0	64.521
10	811	41	0	64.521
10	98468	11	0	65.971
10	66323	73	0	65.971
10	48581	54	0	65.971
10	5068	43	0	65.971
10	5068	73	0	65.971
10	3001	77	0	65.971
10	470	73	0	65.971
10	470	76	0	65.971
10	97293	67	0	66.695
10	73580	26	0	66.695
10	119368	60	0	68.145
10	2779	65	0	70.32
10	18528	9	0	71.045
10	18528	25	0	71.045
10	119578	19	0	71.77
10	117159	21	0	71.77
10	115031	22	0	71.77
10	114143	65	0	71.77
10	114143	29	0	71.77
10	107725	18	0	71.77
10	74774	43	0	71.77
10	70674	62	0	71.77
10	67132	47	0	71.77
10	59604	39	0	71.77
10	58371	7	0	71.77
10	58371	75	0	71.77
10	58371	28	0	71.77
10	50385	70	0	71.77
10	45282	72	0	71.77
10	45282	29	0	71.77
10	36905	44	0	71.77
10	20996	49	0	71.77
10	20996	51	0	71.77
10	19941	7	0	71.77
10	4306	36	0	71.77
10	3119	68	0	71.77
10	3008	76	0	71.77
10	2536	15	0	71.77
10	2018	54	0	71.77
10	1273	60	0	71.77
10	121914	24	0	73.219
10	121914	23	0	73.219
10	121914	13	0	73.219
10	118411	18	0	73.219
10	118411	45	0	73.219
10	110770	35	0	73.219
10	103279	58	0	73.219
10	91168	18	0	73.219
10	86922	12	0	73.219
10	86922	13	0	73.219
10	80692	35	0	73.219
10	74568	58	0	73.219
10	70899	13	0	73.219
10	66492	77	0	73.219
10	42792	39	0	73.219
10	31988	29	0	73.219
10	31988	77	0	73.219
10	748	63	0	73.219
10	46113	49	0	73.944
10	46113	40	0	73.944
10	46113	63	0	73.944
10	46113	21	0	73.944
10	46113	14	0	73.944
10	46113	77	0	73.944
10	61562	46	0	75.394
10	6287	49	0	75.394
10	49615	71	0	76.119
10	40914	57	0	76.119
10	6287	20	0	76.119
10	6287	50	0	76.119
10	114505	41	0	76.843
10	62532	9	0	76.843
10	59728	45	0	76.843
10	10865	66	0	76.843
10	7989	12	0	76.843
10	7989	14	0	76.843
10	120624	65	0	77.568
10	107837	28	0	77.568
10	106814	67	0	77.568
10	106814	26	0	77.568
10	102648	52	0	77.568
10	101157	37	0	77.568
10	71937	9	0	77.568
10	71126	12	0	77.568
10	64382	15	0	77.568
10	64382	14	0	77.568
10	53391	14	0	77.568
10	53391	77	0	77.568
10	33195	46	0	77.568
10	20784	6	0	77.568
10	15315	45	0	77.568
10	5163	14	0	77.568
10	5163	68	0	77.568
10	5163	69	0	77.568
10	5163	9	0	77.568
10	2037	28	0	77.568
10	1766	75	0	77.568
10	1766	37	0	77.568
10	658	76	0	77.568
10	100642	43	0	79.018
10	67514	77	0	79.018
10	66879	65	0	79.018
10	112502	56	0	79.742
10	112502	49	0	79.742
10	110265	7	0	79.742
10	86106	51	0	79.742
10	86106	30	0	79.742
10	85791	30	0	79.742
10	53164	56	0	79.742
10	34275	61	0	79.742
10	102831	25	0	80.467
10	102831	16	0	80.467
10	89898	69	0	80.467
10	89898	62	0	80.467
10	88348	48	0	80.467
10	82961	57	0	80.467
10	82961	65	0	80.467
10	82961	25	0	80.467
10	82961	24	0	80.467
10	79787	64	0	80.467
10	79787	47	0	80.467
10	72791	68	0	80.467
10	68377	59	0	80.467
10	68377	6	0	80.467
10	68377	43	0	80.467
10	57309	40	0	80.467
10	57309	38	0	80.467
10	57309	11	0	80.467
10	38954	61	0	80.467
10	36069	43	0	80.467
10	34046	46	0	80.467
10	33193	47	0	80.467
10	31586	17	0	80.467
10	31586	22	0	80.467
10	31586	57	0	80.467
10	31434	37	0	80.467
10	31407	7	0	80.467
10	10693	22	0	80.467
10	10693	57	0	80.467
10	10693	68	0	80.467
10	3304	76	0	80.467
10	121374	35	0	81.192
10	121374	28	0	81.192
10	116662	66	0	81.192
10	116662	58	0	81.192
10	78511	32	0	81.192
10	77077	9	0	81.192
10	77077	14	0	81.192
10	52626	41	0	81.192
10	52626	63	0	81.192
10	36079	54	0	81.192
10	36079	76	0	81.192
10	36079	65	0	81.192
10	9318	42	0	81.192
10	1518	43	0	81.192
10	81029	36	0	81.916
10	3050	75	0	81.916
10	109451	71	0	83.366
10	109451	73	0	83.366
10	106100	19	0	83.366
10	62315	54	0	83.366
10	50033	38	0	83.366
10	30462	24	0	83.366
10	1098	53	0	84.091
10	118233	66	0	85.54
10	103295	66	0	85.54
10	100564	44	0	85.54
10	100564	19	0	85.54
10	61184	46	0	85.54
10	53510	73	0	85.54
10	118418	8	0	86.265
10	70004	22	0	86.265
10	51768	19	0	86.265
10	4902	6	0	86.265
10	116409	48	0	86.99
10	115835	59	0	86.99
10	108324	33	0	86.99
10	88077	34	0	86.99
10	88077	32	0	86.99
10	79691	23	0	86.99
10	56651	56	0	86.99
10	45687	36	0	86.99
10	36496	56	0	86.99
10	33554	50	0	86.99
10	22735	14	0	86.99
10	19462	7	0	86.99
10	19462	9	0	86.99
10	18304	46	0	86.99
10	13945	11	0	86.99
10	842	77	0	86.99
10	57482	51	0	87.714
10	49474	27	0	87.714
10	20217	51	0	87.714
10	19248	45	0	87.714
10	112131	74	0	89.164
10	112131	72	0	89.164
10	30339	40	0	89.164
10	37305	6	0	91.339
10	24918	30	0	91.339
10	24918	17	0	91.339
10	1987	77	0	91.339
10	1987	36	0	91.339
10	108148	41	0	92.064
10	55502	16	0	92.064
10	55502	15	0	92.064
10	55502	11	0	92.064
10	3801	39	0	92.789
10	118489	34	0	93.513
10	82988	12	0	93.513
10	120341	62	0	94.963
10	120341	12	0	94.963
10	113444	32	0	94.963
10	105840	53	0	94.963
10	109755	55	0	95.688
10	105840	42	0	95.688
10	101519	45	0	95.688
10	101407	17	0	95.688
10	101407	19	0	95.688
10	101015	38	0	95.688
10	95133	31	0	95.688
10	81876	73	0	95.688
10	15958	23	0	95.688
10	15958	60	0	95.688
10	3788	75	0	95.688
10	114088	30	0	96.413
10	32205	52	0	96.413
10	9543	60	0	96.413
10	5897	26	0	96.413
10	4035	77	0	96.413
10	356	75	0	96.413
10	9543	33	0	97.137
10	7006	56	0	97.137
10	7006	35	0	97.137
10	7006	50	0	97.137
10	83966	58	0	97.862
10	11792	11	0	97.862
10	112269	14	0	98.587
10	44585	50	0	98.587
10	111178	70	0	101.488
10	111178	6	0	101.488
10	86533	41	0	101.488
10	86533	33	0	101.488
10	77351	16	0	102.213
10	50898	15	0	102.213
10	50898	16	0	102.213
10	50898	12	0	102.213
10	50898	6	0	102.213
10	50898	18	0	102.213
10	50898	76	0	102.213
10	35946	52	0	102.213
10	19114	26	0	102.213
10	122119	15	0	102.938
10	122119	47	0	102.938
10	117748	45	0	102.938
10	115402	40	0	102.938
10	115402	42	0	102.938
10	114703	46	0	102.938
10	114703	48	0	102.938
10	114703	32	0	102.938
10	112043	54	0	102.938
10	105882	68	0	102.938
10	105882	17	0	102.938
10	105882	63	0	102.938
10	105882	52	0	102.938
10	77351	70	0	102.938
10	77351	66	0	102.938
10	76680	48	0	102.938
10	76680	21	0	102.938
10	59153	39	0	102.938
10	53070	67	0	102.938
10	47237	28	0	102.938
10	42445	41	0	102.938
10	42445	73	0	102.938
10	42445	60	0	102.938
10	31684	69	0	102.938
10	24429	49	0	102.938
10	19114	72	0	102.938
10	19114	45	0	102.938
10	857	77	0	102.938
10	68181	77	0	103.662
10	21589	63	0	103.662
10	21589	16	0	103.662
10	20832	49	0	103.662
10	121605	17	0	104.387
10	110053	55	0	104.387
10	110053	64	0	104.387
10	27356	68	0	105.837
10	27356	63	0	105.837
10	115398	40	0	106.562
10	100842	20	0	106.562
10	85665	17	0	106.562
10	85665	45	0	106.562
10	31396	10	0	106.562
10	75414	13	0	107.286
10	5950	76	0	107.286
10	5950	13	0	107.286
10	49851	54	0	109.462
10	49851	36	0	109.462
10	49851	42	0	109.462
10	36380	37	0	109.462
10	1023	40	0	109.462
10	75029	25	0	110.186
10	75029	68	0	110.186
10	67870	47	0	110.186
10	67870	26	0	110.186
10	113942	34	0	111.636
10	113942	22	0	111.636
10	113942	10	0	111.636
10	101691	43	0	111.636
10	101691	52	0	111.636
10	101691	37	0	111.636
10	46722	43	0	111.636
10	46722	74	0	111.636
10	32349	74	0	111.636
10	121121	46	0	112.361
10	5792	16	0	112.361
10	92247	64	0	115.262
10	85832	47	0	115.262
10	85170	29	0	115.262
10	52867	43	0	115.262
10	34188	12	0	115.262
10	26476	63	0	115.262
10	92949	38	0	115.987
10	92949	57	0	115.987
10	56350	72	0	115.987
10	21176	17	0	115.987
10	21176	12	0	115.987
10	21176	16	0	115.987
10	12823	41	0	115.987
10	12823	30	0	115.987
10	75793	24	0	118.162
10	75793	25	0	118.162
10	38353	60	0	119.612
10	78927	68	0	120.337
10	78927	57	0	120.337
10	73266	35	0	120.337
10	43150	21	0	120.337
10	37168	23	0	120.337
10	3414	48	0	121.061
10	118307	47	0	121.786
10	3424	52	0	121.786
10	119983	26	0	122.511
10	104068	46	0	122.511
10	63116	19	0	122.511
10	63116	71	0	122.511
10	63116	56	0	122.511
10	33022	28	0	122.511
10	33022	70	0	122.511
10	30500	56	0	122.511
10	7330	63	0	122.511
10	3424	47	0	122.511
10	3424	56	0	122.511
10	3424	7	0	122.511
10	2397	35	0	122.511
10	61162	62	0	123.96
10	46433	20	0	123.96
10	27519	25	0	123.96
10	74551	57	0	124.685
10	14258	26	0	124.685
10	11040	9	0	124.685
10	7281	6	0	124.685
10	7281	57	0	124.685
10	101654	31	0	125.41
10	79689	67	0	125.41
10	79689	54	0	125.41
10	18067	47	0	125.41
10	84021	61	0	126.135
10	63222	53	0	126.135
10	59006	59	0	126.135
10	59006	72	0	126.135
10	38221	19	0	126.135
10	118685	25	0	126.859
10	117765	29	0	126.859
10	113628	50	0	126.859
10	110597	32	0	126.859
10	110158	65	0	126.859
10	109101	8	0	126.859
10	109101	28	0	126.859
10	107509	60	0	126.859
10	107509	14	0	126.859
10	104742	44	0	126.859
10	101248	56	0	126.859
10	101248	43	0	126.859
10	99233	15	0	126.859
10	99233	16	0	126.859
10	81138	18	0	126.859
10	81138	52	0	126.859
10	48530	77	0	126.859
10	33870	26	0	126.859
10	33443	10	0	126.859
10	12183	61	0	126.859
10	12183	43	0	126.859
10	4989	75	0	126.859
10	4404	76	0	126.859
10	1835	27	0	126.859
10	1835	22	0	126.859
10	1835	58	0	126.859
10	62002	44	0	127.584
10	62002	21	0	127.584
10	76597	74	0	128.309
10	76597	13	0	128.309
10	76597	41	0	128.309
10	69613	33	0	134.132
10	82782	33	0	135.582
10	71851	42	0	137.031
10	71851	65	0	137.031
10	3185	47	0	137.031
10	3185	49	0	137.031
10	110966	7	0	138.481
10	110966	14	0	138.481
10	110966	72	0	138.481
10	118795	14	0	143.571
10	118795	32	0	143.571
10	69987	20	0	145.021
10	112880	21	0	147.196
10	56621	33	0	147.196
10	55238	15	0	147.196
10	55238	12	0	147.196
10	35263	14	0	147.196
10	76277	52	0	147.921
10	112880	11	0	149.37
10	3175	62	0	149.37
10	3175	49	0	149.37
10	116618	42	0	151.546
10	106878	13	0	151.546
10	68401	12	0	151.546
10	34146	68	0	151.546
10	19772	38	0	151.546
10	19772	35	0	151.546
10	115121	71	0	152.27
10	113858	53	0	152.27
10	110719	14	0	152.27
10	56080	72	0	152.27
10	41665	66	0	152.27
10	36552	32	0	152.27
10	16533	45	0	152.27
10	115121	31	0	152.995
10	108790	46	0	152.995
11	117531	64	0	0
11	117531	64	0	0
11	117531	7	0	0
11	105949	31	0	0
11	91657	57	0	0
11	85493	45	0	0
11	82213	12	0	0
11	82213	52	0	0
11	78686	76	0	0
11	74335	16	0	0
11	73605	18	0	0
11	73605	6	0	0
11	73051	26	0	0
11	61424	12	0	0
11	34460	45	0	0
11	9451	39	0	0
11	54312	30	0	1.45
11	32952	60	0	1.45
11	32952	37	0	1.45
11	69988	52	0	2.174
11	648	27	0	2.899
11	49013	38	0	5.074
11	49013	39	0	5.074
11	101413	66	0	5.799
11	90266	47	0	6.524
11	23115	29	0	6.524
11	97625	34	0	7.248
11	95574	39	0	7.248
11	92372	64	0	7.248
11	92372	36	0	7.248
11	92372	33	0	7.248
11	44255	52	0	7.973
11	92571	8	0	8.698
11	11711	39	0	10.147
11	119401	44	0	11.597
11	119401	11	0	12.322
11	101256	56	0	12.322
11	55686	29	0	12.322
11	10118	46	0	13.047
11	1599	9	0	13.771
11	1599	77	0	13.771
11	80451	8	0	16.673
11	80451	9	0	16.673
11	40543	71	0	16.673
11	34419	38	0	16.673
11	26646	32	0	16.673
11	59046	63	0	18.848
11	58403	62	0	18.848
11	56842	66	0	18.848
11	25348	42	0	18.848
11	4810	69	0	18.848
11	4810	76	0	18.848
11	51861	37	0	21.024
11	51861	47	0	21.024
11	86531	20	0	21.748
11	77102	42	0	21.748
11	41312	31	0	21.748
11	41312	9	0	21.748
11	41312	51	0	21.748
11	398	60	0	21.748
11	111924	53	0	22.473
11	77102	57	0	22.473
11	41312	30	0	22.473
11	28371	14	0	22.473
11	28371	56	0	22.473
11	4433	66	0	22.473
11	109206	31	0	23.198
11	59810	31	0	23.198
11	41740	14	0	23.198
11	41740	27	0	23.198
11	99846	29	0	25.373
11	72388	70	0	25.373
11	113497	9	0	26.823
11	113497	51	0	26.823
11	84802	32	0	26.823
11	39528	63	0	26.823
11	39528	33	0	26.823
11	30107	9	0	26.823
11	30107	49	0	26.823
11	394	25	0	26.823
11	116402	39	0	27.547
11	116402	48	0	27.547
11	116402	38	0	27.547
11	116402	32	0	27.547
11	106581	69	0	27.547
11	106581	74	0	27.547
11	95897	36	0	27.547
11	95897	37	0	27.547
11	89077	76	0	27.547
11	84671	47	0	27.547
11	63375	13	0	27.547
11	52034	23	0	27.547
11	52008	67	0	27.547
11	52008	66	0	27.547
11	52008	53	0	27.547
11	49106	35	0	27.547
11	49106	53	0	27.547
11	49106	17	0	27.547
11	42052	21	0	27.547
11	8002	63	0	27.547
11	5916	51	0	27.547
11	4406	55	0	27.547
11	3139	58	0	27.547
11	121928	21	0	28.997
11	2926	26	0	28.997
11	2926	22	0	28.997
11	2926	16	0	28.997
11	2219	70	0	28.997
11	2926	21	0	29.722
11	101313	23	0	31.171
11	78757	53	0	31.171
11	33631	27	0	31.171
11	33383	70	0	31.171
11	31873	61	0	31.171
11	104224	45	0	32.621
11	104224	51	0	32.621
11	78366	47	0	32.621
11	73856	68	0	32.621
11	66722	22	0	32.621
11	20717	51	0	32.621
11	12598	74	0	32.621
11	4968	59	0	34.071
11	4968	75	0	34.071
11	2470	17	0	34.795
11	106319	11	0	35.52
11	5246	49	0	35.52
11	14644	67	0	39.15
11	107495	49	0	39.874
11	101501	14	0	39.874
11	76703	17	0	39.874
11	45435	33	0	39.874
11	45435	45	0	39.874
11	33167	69	0	39.874
11	33167	32	0	39.874
11	15425	72	0	39.874
11	916	36	0	39.874
11	916	10	0	39.874
11	65	60	0	39.874
11	39806	6	0	40.599
11	30811	13	0	40.599
11	30213	27	0	40.599
11	30213	35	0	40.599
11	30213	28	0	40.599
11	30213	24	0	40.599
11	18428	22	0	40.599
11	13228	17	0	40.599
11	111102	49	0	41.324
11	103551	20	0	41.324
11	89981	49	0	41.324
11	30811	22	0	41.324
11	5221	76	0	41.324
11	119846	16	0	42.048
11	119846	66	0	42.048
11	119846	10	0	42.048
11	117305	68	0	42.048
11	117305	44	0	42.048
11	117014	30	0	42.048
11	110882	37	0	42.048
11	109139	48	0	42.048
11	109139	31	0	42.048
11	108218	57	0	42.048
11	108218	27	0	42.048
11	106431	22	0	42.048
11	106431	49	0	42.048
11	102834	68	0	42.048
11	87018	57	0	42.048
11	87018	46	0	42.048
11	86428	27	0	42.048
11	85357	22	0	42.048
11	79390	38	0	42.048
11	50802	28	0	42.048
11	50802	44	0	42.048
11	50802	11	0	42.048
11	50700	18	0	42.048
11	50700	45	0	42.048
11	44328	7	0	42.048
11	38629	12	0	42.048
11	36591	21	0	42.048
11	35484	38	0	42.048
11	35484	73	0	42.048
11	22507	48	0	42.048
11	19340	31	0	42.048
11	13120	36	0	42.048
11	7392	51	0	42.048
11	3544	63	0	42.048
11	3544	36	0	42.048
11	3544	29	0	42.048
11	1404	67	0	42.048
11	388	38	0	42.048
11	388	48	0	42.048
11	76937	9	0	42.773
11	76937	8	0	42.773
11	59570	37	0	42.773
11	59570	56	0	42.773
11	32555	25	0	42.773
11	24204	31	0	42.773
11	5628	29	0	42.773
11	118657	22	0	43.498
11	116000	38	0	43.498
11	78311	72	0	43.498
11	70743	57	0	43.498
11	47203	51	0	43.498
11	38167	40	0	43.498
11	37919	35	0	43.498
11	32555	40	0	43.498
11	23095	63	0	43.498
11	16867	14	0	43.498
11	14471	13	0	43.498
11	11569	55	0	43.498
11	11569	59	0	43.498
11	2301	6	0	43.498
11	2301	11	0	43.498
11	113051	26	0	44.222
11	113051	65	0	44.222
11	113051	18	0	44.222
11	111093	57	0	44.222
11	100854	15	0	44.222
11	100854	16	0	44.222
11	75249	46	0	44.222
11	66557	33	0	44.222
11	46524	64	0	44.222
11	46524	23	0	44.222
11	46524	26	0	44.222
11	4550	21	0	44.222
11	2359	77	0	44.222
11	109680	36	0	44.947
11	37504	41	0	44.947
11	25273	33	0	44.947
11	25273	27	0	44.947
11	24253	18	0	44.947
11	18963	64	0	44.947
11	121276	42	0	45.672
11	109680	26	0	45.672
11	108841	69	0	45.672
11	40821	61	0	45.672
11	40821	52	0	45.672
11	40821	28	0	45.672
11	17168	14	0	45.672
11	2502	67	0	45.672
11	34171	16	0	46.397
11	30644	25	0	46.397
11	22962	23	0	46.397
11	22962	30	0	47.121
11	106263	34	0	47.846
11	95634	26	0	47.846
11	95634	68	0	47.846
11	49604	41	0	47.846
11	46549	11	0	47.846
11	20590	16	0	47.846
11	20590	74	0	47.846
11	5007	77	0	48.571
11	119273	14	0	49.295
11	118416	69	0	49.295
11	33242	53	0	49.295
11	27684	64	0	49.295
11	27684	52	0	49.295
11	11068	14	0	49.295
11	116597	52	0	50.02
11	100715	68	0	50.02
11	86360	50	0	50.02
11	75632	33	0	50.02
11	58735	77	0	50.02
11	56190	74	0	50.02
11	41834	52	0	50.02
11	41834	43	0	50.02
11	41834	46	0	50.02
11	35604	33	0	50.02
11	30465	32	0	50.02
11	22073	37	0	50.02
11	121825	39	0	50.745
11	117861	41	0	50.745
11	113236	61	0	50.745
11	108594	57	0	50.745
11	107512	27	0	50.745
11	106835	71	0	50.745
11	106783	40	0	50.745
11	102742	21	0	50.745
11	82754	54	0	50.745
11	66569	53	0	50.745
11	59165	30	0	50.745
11	58384	54	0	50.745
11	58384	75	0	50.745
11	58384	53	0	50.745
11	53203	53	0	50.745
11	52208	34	0	50.745
11	51577	6	0	50.745
11	43652	15	0	50.745
11	30674	45	0	50.745
11	30674	74	0	50.745
11	22696	15	0	50.745
11	22696	74	0	50.745
11	4468	76	0	50.745
11	108102	67	0	51.469
11	101510	52	0	51.469
11	63409	33	0	51.469
11	112135	14	0	52.194
11	104592	31	0	52.194
11	104592	69	0	52.194
11	101943	62	0	52.194
11	88106	68	0	52.194
11	42254	7	0	52.194
11	26509	25	0	52.194
11	23020	61	0	52.194
11	23020	37	0	52.194
11	121625	66	0	52.919
11	101171	13	0	52.919
11	57264	64	0	52.919
11	48883	72	0	52.919
11	41936	59	0	52.919
11	26509	65	0	52.919
11	591	27	0	52.919
11	42926	46	0	53.643
11	38294	11	0	53.643
11	22112	51	0	53.643
11	4474	75	0	53.643
11	3880	28	0	53.643
11	3880	35	0	53.643
11	591	49	0	53.643
11	591	23	0	53.643
11	109689	43	0	54.368
11	109689	14	0	54.368
11	100185	28	0	54.368
11	98209	53	0	54.368
11	84126	40	0	54.368
11	70457	72	0	54.368
11	52588	59	0	54.368
11	49448	25	0	54.368
11	49448	13	0	54.368
11	49448	59	0	54.368
11	43166	73	0	54.368
11	10784	33	0	54.368
11	61078	72	0	55.093
11	61078	67	0	55.093
11	30129	41	0	55.093
11	19656	51	0	55.093
11	19656	55	0	55.093
11	19000	8	0	55.093
11	120136	66	0	55.817
11	117343	35	0	55.817
11	80352	63	0	55.817
11	68926	11	0	55.817
11	68926	52	0	55.817
11	32758	46	0	55.817
11	121128	34	0	56.542
11	121128	40	0	56.542
11	121008	18	0	56.542
11	120136	44	0	56.542
11	115517	41	0	56.542
11	42841	10	0	56.542
11	41302	65	0	56.542
11	13725	55	0	56.542
11	86868	59	0	57.267
11	111520	33	0	57.992
11	33638	55	0	57.992
11	62853	34	0	58.716
11	19262	62	0	58.716
11	6815	7	0	60.892
11	120396	13	0	61.616
11	117180	51	0	61.616
11	113612	59	0	61.616
11	109975	59	0	61.616
11	99962	36	0	61.616
11	86963	59	0	61.616
11	73756	72	0	61.616
11	73756	16	0	61.616
11	73756	19	0	61.616
11	70861	11	0	61.616
11	70539	19	0	61.616
11	54985	53	0	61.616
11	48438	38	0	61.616
11	37885	72	0	61.616
11	36883	46	0	61.616
11	31898	17	0	61.616
11	29594	12	0	61.616
11	26179	30	0	61.616
11	10729	60	0	61.616
11	4147	45	0	61.616
11	99303	71	0	62.341
11	99303	70	0	62.341
11	82589	35	0	62.341
11	77283	73	0	62.341
11	69018	49	0	62.341
11	43915	15	0	62.341
11	43915	25	0	62.341
11	42062	56	0	62.341
11	40010	40	0	62.341
11	24873	67	0	62.341
11	5636	70	0	62.341
11	5636	52	0	62.341
11	77111	33	0	63.791
11	119971	32	0	64.515
11	119971	15	0	64.515
11	105535	25	0	64.515
11	104353	67	0	64.515
11	92258	51	0	64.515
11	85002	14	0	64.515
11	72475	53	0	64.515
11	72475	63	0	64.515
11	69729	39	0	64.515
11	69729	73	0	64.515
11	65148	31	0	64.515
11	43127	50	0	64.515
11	43127	57	0	64.515
11	34642	30	0	64.515
11	9694	19	0	64.515
11	7107	31	0	64.515
11	4511	30	0	64.515
11	3214	13	0	64.515
11	3214	8	0	64.515
11	34642	15	0	65.24
11	5302	76	0	65.24
11	105350	45	0	65.965
11	105350	41	0	65.965
11	65065	65	0	65.965
11	65065	67	0	65.965
11	65065	38	0	65.965
11	28576	54	0	65.965
11	28576	61	0	65.965
11	1302	76	0	65.965
11	1302	48	0	65.965
11	1302	61	0	65.965
11	117843	47	0	66.689
11	115381	8	0	66.689
11	78976	6	0	66.689
11	41070	74	0	66.689
11	114182	12	0	67.414
11	114182	56	0	67.414
11	105570	14	0	67.414
11	80535	71	0	67.414
11	80535	59	0	67.414
11	51416	6	0	67.414
11	45534	40	0	67.414
11	36177	69	0	67.414
11	28273	44	0	67.414
11	17368	43	0	67.414
11	17368	49	0	67.414
11	17368	32	0	67.414
11	4920	69	0	67.414
11	116868	61	0	68.864
11	115824	14	0	68.864
11	51681	33	0	68.864
11	42121	60	0	68.864
11	38717	31	0	68.864
11	38717	34	0	68.864
11	35963	71	0	68.864
11	120990	77	0	69.588
11	86739	60	0	69.588
11	35806	73	0	69.588
11	25105	14	0	69.588
11	25105	12	0	69.588
11	103171	24	0	70.313
11	62833	66	0	70.313
11	62833	35	0	70.313
11	62833	49	0	70.313
