population	type	chromosome	region	rate	newreg
NY	co-linear	15	Co-linear	5.58	Co-linear
NY	co-linear	15	Co-linear	5.56	Co-linear
NY	co-linear	15	Co-linear	5.55	Co-linear
NY	co-linear	15	Co-linear	5.52	Co-linear
NY	co-linear	15	Co-linear	5.47	Co-linear
NY	co-linear	15	Co-linear	5.4	Co-linear
NY	co-linear	15	Co-linear	5.4	Co-linear
NY	co-linear	15	Co-linear	5.33	Co-linear
NY	co-linear	15	Co-linear	5.24	Co-linear
NY	co-linear	15	Co-linear	5.23	Co-linear
NY	co-linear	15	Co-linear	5.2	Co-linear
NY	co-linear	15	Co-linear	4.94	Co-linear
NY	co-linear	15	Co-linear	4.88	Co-linear
NY	co-linear	15	Co-linear	4.86	Co-linear
NY	co-linear	15	Co-linear	4.84	Co-linear
NY	co-linear	15	Co-linear	4.81	Co-linear
NY	co-linear	15	Co-linear	4.79	Co-linear
NY	co-linear	15	Co-linear	4.79	Co-linear
NY	co-linear	15	Co-linear	4.78	Co-linear
NY	co-linear	15	Co-linear	4.78	Co-linear
NY	co-linear	15	Co-linear	4.7	Co-linear
NY	co-linear	15	Co-linear	4.7	Co-linear
NY	co-linear	15	Co-linear	4.69	Co-linear
NY	co-linear	15	Co-linear	4.69	Co-linear
NY	co-linear	15	Co-linear	4.66	Co-linear
NY	co-linear	15	Co-linear	4.63	Co-linear
NY	co-linear	15	Co-linear	4.53	Co-linear
NY	co-linear	15	Co-linear	4.42	Co-linear
NY	co-linear	15	Co-linear	4.28	Co-linear
NY	co-linear	15	Co-linear	4.13	Co-linear
NY	co-linear	15	Co-linear	4.05	Co-linear
NY	co-linear	15	Co-linear	3.98	Co-linear
NY	co-linear	15	Co-linear	3.89	Co-linear
NY	co-linear	15	Co-linear	3.84	Co-linear
NY	co-linear	15	Co-linear	3.68	Co-linear
NY	co-linear	15	Co-linear	3.65	Co-linear
NY	co-linear	15	Co-linear	3.45	Co-linear
NY	co-linear	15	Co-linear	3.43	Co-linear
NY	co-linear	15	Co-linear	3.39	Co-linear
NY	co-linear	15	Co-linear	3.38	Co-linear
NY	co-linear	15	Co-linear	3.38	Co-linear
NY	co-linear	15	Co-linear	3.38	Co-linear
NY	co-linear	15	Co-linear	3.2	Co-linear
NY	co-linear	15	Co-linear	3.2	Co-linear
NY	co-linear	15	Co-linear	3.18	Co-linear
NY	co-linear	15	Co-linear	3.09	Co-linear
NY	co-linear	15	Co-linear	3.07	Co-linear
NY	co-linear	15	Co-linear	3.03	Co-linear
NY	co-linear	15	Co-linear	2.98	Co-linear
NY	co-linear	15	Co-linear	2.98	Co-linear
NY	co-linear	15	Co-linear	2.8	Co-linear
NY	co-linear	15	Co-linear	2.82	Co-linear
NY	co-linear	15	Co-linear	2.83	Co-linear
NY	co-linear	15	Co-linear	2.9	Co-linear
NY	co-linear	15	Co-linear	2.91	Co-linear
NY	co-linear	15	Co-linear	3.02	Co-linear
NY	co-linear	15	Co-linear	3.09	Co-linear
NY	co-linear	15	Co-linear	3.29	Co-linear
NY	co-linear	15	Co-linear	3.38	Co-linear
NY	co-linear	15	Co-linear	3.38	Co-linear
NY	co-linear	15	Co-linear	3.42	Co-linear
NY	co-linear	15	Co-linear	3.43	Co-linear
NY	co-linear	15	Co-linear	3.53	Co-linear
NY	co-linear	15	Co-linear	3.53	Co-linear
NY	co-linear	15	Co-linear	3.54	Co-linear
NY	co-linear	15	Co-linear	3.66	Co-linear
NY	co-linear	15	Co-linear	3.69	Co-linear
NY	co-linear	15	Co-linear	3.93	Co-linear
NY	co-linear	15	Co-linear	4.27	Co-linear
NY	co-linear	15	Co-linear	4.29	Co-linear
NY	co-linear	15	Co-linear	4.31	Co-linear
NY	co-linear	15	Co-linear	4.4	Co-linear
NY	co-linear	15	Co-linear	4.42	Co-linear
NY	co-linear	15	Co-linear	4.46	Co-linear
NY	co-linear	15	Co-linear	4.55	Co-linear
NY	co-linear	15	Co-linear	4.67	Co-linear
NY	co-linear	15	Co-linear	4.74	Co-linear
NY	co-linear	15	Co-linear	4.81	Co-linear
NY	co-linear	15	Co-linear	4.84	Co-linear
NY	co-linear	15	Co-linear	4.91	Co-linear
NY	co-linear	15	Co-linear	4.93	Co-linear
NY	co-linear	15	Co-linear	4.98	Co-linear
NY	co-linear	15	Co-linear	4.98	Co-linear
NY	co-linear	15	Co-linear	5	Co-linear
NY	co-linear	15	Co-linear	5	Co-linear
NY	co-linear	15	Co-linear	5.01	Co-linear
NY	co-linear	15	Co-linear	5.01	Co-linear
NY	co-linear	15	Co-linear	5.01	Co-linear
NY	co-linear	15	Co-linear	5.01	Co-linear
NY	co-linear	15	Co-linear	5	Co-linear
NY	co-linear	15	Co-linear	5	Co-linear
NY	co-linear	15	Co-linear	5	Co-linear
NY	co-linear	15	Co-linear	5	Co-linear
NY	co-linear	15	Co-linear	5.01	Co-linear
NY	co-linear	15	Co-linear	5.01	Co-linear
NY	co-linear	15	Co-linear	5.02	Co-linear
NY	co-linear	15	Co-linear	5.1	Co-linear
NY	co-linear	15	Co-linear	5.14	Co-linear
NY	co-linear	15	Co-linear	5.13	Co-linear
NY	co-linear	15	Co-linear	5.14	Co-linear
NY	co-linear	15	Co-linear	5.15	Co-linear
NY	co-linear	15	Co-linear	5.16	Co-linear
NY	co-linear	15	Co-linear	5.16	Co-linear
NY	co-linear	15	Co-linear	5.16	Co-linear
NY	co-linear	15	Co-linear	5.18	Co-linear
NY	co-linear	15	Co-linear	5.12	Co-linear
NY	co-linear	15	Co-linear	5.12	Co-linear
NY	co-linear	15	Co-linear	5.1	Co-linear
NY	co-linear	15	Co-linear	5.09	Co-linear
NY	co-linear	15	Co-linear	5.09	Co-linear
NY	co-linear	15	Co-linear	5.1	Co-linear
NY	co-linear	15	Co-linear	5.11	Co-linear
NY	co-linear	15	Co-linear	5.11	Co-linear
NY	co-linear	15	Co-linear	5.11	Co-linear
NY	co-linear	15	Co-linear	5.11	Co-linear
NY	co-linear	15	Co-linear	5.15	Co-linear
NY	co-linear	15	Co-linear	5.17	Co-linear
NY	co-linear	15	Co-linear	5.17	Co-linear
NY	co-linear	15	Co-linear	5.17	Co-linear
NY	co-linear	15	Co-linear	5.18	Co-linear
NY	co-linear	15	Co-linear	5.21	Co-linear
NY	co-linear	15	Co-linear	5.26	Co-linear
NY	co-linear	15	Co-linear	5.28	Co-linear
NY	co-linear	15	Co-linear	5.28	Co-linear
NY	co-linear	15	Co-linear	5.39	Co-linear
NY	co-linear	15	Co-linear	5.42	Co-linear
NY	co-linear	15	Co-linear	5.51	Co-linear
NY	co-linear	15	Co-linear	5.67	Co-linear
NY	co-linear	15	Co-linear	5.67	Co-linear
NY	co-linear	15	Co-linear	5.67	Co-linear
NY	co-linear	15	Co-linear	5.71	Co-linear
NY	co-linear	15	Co-linear	5.8	Co-linear
NY	co-linear	15	Co-linear	5.89	Co-linear
NY	co-linear	15	Co-linear	5.99	Co-linear
NY	co-linear	15	Co-linear	6.17	Co-linear
NY	co-linear	15	Co-linear	6.27	Co-linear
NY	co-linear	15	Co-linear	6.37	Co-linear
NY	co-linear	15	Co-linear	6.57	Co-linear
NY	co-linear	15	Co-linear	6.71	Co-linear
NY	co-linear	15	Co-linear	6.98	Co-linear
NY	co-linear	15	Co-linear	7.34	Co-linear
NY	co-linear	15	Co-linear	7.44	Co-linear
NY	co-linear	15	Co-linear	7.49	Co-linear
NY	co-linear	15	Co-linear	7.59	Co-linear
NY	co-linear	15	Co-linear	7.62	Co-linear
NY	co-linear	15	Co-linear	7.62	Co-linear
NY	co-linear	15	Co-linear	7.64	Co-linear
NY	co-linear	15	Co-linear	7.66	Co-linear
NY	co-linear	15	Co-linear	7.67	Co-linear
NY	co-linear	15	Co-linear	7.85	Co-linear
NY	co-linear	15	Co-linear	8.13	Co-linear
NY	co-linear	15	Co-linear	8.28	Co-linear
NY	co-linear	15	Co-linear	8.37	Co-linear
NY	co-linear	15	Co-linear	8.4	Co-linear
NY	co-linear	15	Co-linear	8.43	Co-linear
NY	co-linear	15	Co-linear	8.59	Co-linear
NY	co-linear	15	Co-linear	8.69	Co-linear
NY	co-linear	15	Co-linear	8.98	Co-linear
NY	co-linear	15	Co-linear	9.17	Co-linear
NY	co-linear	15	Co-linear	9.47	Co-linear
NY	co-linear	15	Co-linear	9.7	Co-linear
NY	co-linear	15	Co-linear	9.9	Co-linear
NY	co-linear	15	Co-linear	10.01	Co-linear
NY	co-linear	15	Co-linear	10.43	Co-linear
NY	co-linear	15	Co-linear	10.46	Co-linear
NY	co-linear	15	Co-linear	10.6	Co-linear
NY	co-linear	15	Co-linear	10.62	Co-linear
NY	co-linear	15	Co-linear	10.67	Co-linear
NY	co-linear	15	Co-linear	10.68	Co-linear
NY	co-linear	15	Co-linear	10.72	Co-linear
NY	co-linear	15	Co-linear	10.75	Co-linear
NY	co-linear	15	Co-linear	10.88	Co-linear
NY	co-linear	15	Co-linear	10.91	Co-linear
NY	co-linear	15	Co-linear	10.91	Co-linear
NY	co-linear	15	Co-linear	10.94	Co-linear
NY	co-linear	15	Co-linear	10.94	Co-linear
NY	co-linear	15	Co-linear	10.95	Co-linear
NY	co-linear	15	Co-linear	11.02	Co-linear
NY	co-linear	15	Co-linear	11.03	Co-linear
NY	co-linear	15	Co-linear	11.11	Co-linear
NY	co-linear	15	Co-linear	11.11	Co-linear
NY	co-linear	15	Co-linear	11.22	Co-linear
NY	co-linear	15	Co-linear	11.35	Co-linear
NY	co-linear	15	Co-linear	11.35	Co-linear
NY	co-linear	15	Co-linear	11.35	Co-linear
NY	co-linear	15	Co-linear	11.34	Co-linear
NY	co-linear	15	Co-linear	11.33	Co-linear
NY	co-linear	15	Co-linear	11.33	Co-linear
NY	co-linear	15	Co-linear	11.32	Co-linear
NY	co-linear	15	Co-linear	11.29	Co-linear
NY	co-linear	15	Co-linear	11.28	Co-linear
NY	co-linear	15	Co-linear	11.27	Co-linear
NY	co-linear	15	Co-linear	11.24	Co-linear
NY	co-linear	15	Co-linear	11.22	Co-linear
NY	co-linear	15	Co-linear	11.17	Co-linear
NY	co-linear	15	Co-linear	11.13	Co-linear
NY	co-linear	15	Co-linear	11.02	Co-linear
NY	co-linear	15	Co-linear	11.02	Co-linear
NY	co-linear	15	Co-linear	10.72	Co-linear
NY	co-linear	15	Co-linear	10.61	Co-linear
NY	co-linear	15	Co-linear	10.39	Co-linear
NY	co-linear	15	Co-linear	10.19	Co-linear
NY	co-linear	15	Co-linear	10.08	Co-linear
NY	co-linear	15	Co-linear	9.52	Co-linear
NY	co-linear	15	Co-linear	9.49	Co-linear
NY	co-linear	15	Co-linear	9.44	Co-linear
NY	co-linear	15	Co-linear	9.37	Co-linear
NY	co-linear	15	Co-linear	9.09	Co-linear
NY	co-linear	15	Co-linear	9.07	Co-linear
NY	co-linear	15	Co-linear	9.04	Co-linear
NY	co-linear	15	Co-linear	9	Co-linear
NY	co-linear	15	Co-linear	8.25	Co-linear
NY	co-linear	15	Co-linear	8.04	Co-linear
NY	co-linear	15	Co-linear	7.98	Co-linear
NY	co-linear	15	Co-linear	7.74	Co-linear
NY	co-linear	15	Co-linear	7.72	Co-linear
NY	co-linear	15	Co-linear	7.4	Co-linear
NY	co-linear	15	Co-linear	6.85	Co-linear
NY	co-linear	15	Co-linear	6.26	Co-linear
NY	co-linear	15	Co-linear	5.74	Co-linear
NY	co-linear	15	Co-linear	5.7	Co-linear
NY	co-linear	15	Co-linear	5.3	Co-linear
NY	co-linear	15	Co-linear	5.16	Co-linear
NY	co-linear	15	Co-linear	4.63	Co-linear
NY	co-linear	15	Co-linear	4.19	Co-linear
NY	co-linear	15	Co-linear	3.96	Co-linear
NY	co-linear	15	Co-linear	3.5	Co-linear
NY	co-linear	15	Co-linear	3.39	Co-linear
NY	co-linear	15	Co-linear	3.33	Co-linear
NY	co-linear	15	Co-linear	3.31	Co-linear
NY	co-linear	15	Co-linear	3.29	Co-linear
NY	co-linear	15	Co-linear	3.17	Co-linear
NY	co-linear	15	Co-linear	3.07	Co-linear
NY	co-linear	15	Co-linear	2.93	Co-linear
NY	co-linear	15	Co-linear	2.93	Co-linear
NY	co-linear	15	Co-linear	2.92	Co-linear
NY	co-linear	15	Co-linear	2.66	Co-linear
NY	co-linear	15	Terminal	2.56	CollTerm
NY	co-linear	15	Terminal	2.56	CollTerm
NY	co-linear	15	Terminal	2.63	CollTerm
NY	co-linear	15	Terminal	2.63	CollTerm
NY	co-linear	15	Terminal	2.64	CollTerm
NY	co-linear	15	Terminal	2.69	CollTerm
NY	co-linear	15	Terminal	2.7	CollTerm
NY	co-linear	15	Terminal	2.71	CollTerm
NY	co-linear	15	Terminal	2.81	CollTerm
NY	co-linear	15	Terminal	2.81	CollTerm
NY	co-linear	15	Terminal	2.81	CollTerm
NY	co-linear	15	Terminal	2.91	CollTerm
NY	co-linear	15	Terminal	2.96	CollTerm
NY	co-linear	15	Terminal	3	CollTerm
NY	co-linear	15	Terminal	3.55	CollTerm
NY	co-linear	15	Terminal	4.09	CollTerm
NY	co-linear	15	Terminal	4.14	CollTerm
NY	co-linear	15	Terminal	4.28	CollTerm
NY	co-linear	15	Terminal	4.33	CollTerm
NY	co-linear	15	Terminal	4.44	CollTerm
NY	co-linear	15	Terminal	4.48	CollTerm
NY	co-linear	15	Terminal	5.39	CollTerm
NY	co-linear	15	Terminal	8.11	CollTerm
NY	co-linear	15	Terminal	9.91	CollTerm
NY	co-linear	15	Terminal	12.85	CollTerm
NY	co-linear	15	Terminal	13.63	CollTerm
NY	co-linear	15	Terminal	13.65	CollTerm
NY	co-linear	15	Terminal	14.91	CollTerm
NY	co-linear	15	Terminal	15.49	CollTerm
NY	co-linear	15	Terminal	18.42	CollTerm
NY	co-linear	15	Terminal	20.64	CollTerm
NY	co-linear	15	Terminal	20.77	CollTerm
NY	co-linear	15	Terminal	20.94	CollTerm
NY	co-linear	15	Terminal	22.55	CollTerm
NY	co-linear	15	Terminal	22.56	CollTerm
NY	co-linear	15	Terminal	23.83	CollTerm
NY	co-linear	15	Terminal	23.88	CollTerm
NY	co-linear	15	Terminal	22.59	CollTerm
NY	co-linear	15	Terminal	22.43	CollTerm
NY	co-linear	15	Terminal	21.87	CollTerm
NY	co-linear	15	Terminal	21.73	CollTerm
NY	co-linear	15	Terminal	20.62	CollTerm
NY	co-linear	15	Terminal	19.17	CollTerm
NY	co-linear	15	Terminal	17.67	CollTerm
NY	co-linear	15	Terminal	17.32	CollTerm
NY	co-linear	15	Terminal	17.18	CollTerm
NY	co-linear	15	Terminal	17.03	CollTerm
NY	co-linear	15	Terminal	16.68	CollTerm
NY	co-linear	15	Terminal	15.2	CollTerm
NY	co-linear	15	Terminal	15.02	CollTerm
NY	co-linear	15	Terminal	14.39	CollTerm
NY	co-linear	15	Terminal	14.22	CollTerm
NY	co-linear	15	Terminal	14.09	CollTerm
NY	co-linear	17	Terminal	4.66	CollTerm
NY	co-linear	17	Terminal	4.89	CollTerm
NY	co-linear	17	Terminal	6.98	CollTerm
NY	co-linear	17	Terminal	7.02	CollTerm
NY	co-linear	17	Terminal	7.14	CollTerm
NY	co-linear	17	Terminal	7.18	CollTerm
NY	co-linear	17	Terminal	8.42	CollTerm
NY	co-linear	17	Terminal	8.84	CollTerm
NY	co-linear	17	Terminal	9.11	CollTerm
NY	co-linear	17	Terminal	9.16	CollTerm
NY	co-linear	17	Terminal	9.31	CollTerm
NY	co-linear	17	Terminal	10.88	CollTerm
NY	co-linear	17	Terminal	11.65	CollTerm
NY	co-linear	17	Terminal	11.65	CollTerm
NY	co-linear	17	Terminal	11.67	CollTerm
NY	co-linear	17	Terminal	11.72	CollTerm
NY	co-linear	17	Terminal	11.72	CollTerm
NY	co-linear	17	Terminal	11.77	CollTerm
NY	co-linear	17	Terminal	11.79	CollTerm
NY	co-linear	17	Terminal	11.85	CollTerm
NY	co-linear	17	Terminal	11.86	CollTerm
NY	co-linear	17	Terminal	11.85	CollTerm
NY	co-linear	17	Terminal	11.84	CollTerm
NY	co-linear	17	Terminal	11.81	CollTerm
NY	co-linear	17	Terminal	11.74	CollTerm
NY	co-linear	17	Terminal	11.71	CollTerm
NY	co-linear	17	Terminal	11.7	CollTerm
NY	co-linear	17	Terminal	11.63	CollTerm
NY	co-linear	17	Terminal	11.61	CollTerm
NY	co-linear	17	Terminal	11.6	CollTerm
NY	co-linear	17	Terminal	11.52	CollTerm
NY	co-linear	17	Terminal	11.43	CollTerm
NY	co-linear	17	Terminal	11.2	CollTerm
NY	co-linear	17	Terminal	11.17	CollTerm
NY	co-linear	17	Terminal	11.08	CollTerm
NY	co-linear	17	Terminal	10.84	CollTerm
NY	co-linear	17	Terminal	10.07	CollTerm
NY	co-linear	17	Terminal	10.04	CollTerm
NY	co-linear	17	Terminal	10.04	CollTerm
NY	co-linear	17	Terminal	9.96	CollTerm
NY	co-linear	17	Terminal	9.94	CollTerm
NY	co-linear	17	Terminal	9.84	CollTerm
NY	co-linear	17	Terminal	9.81	CollTerm
NY	co-linear	17	Terminal	9.09	CollTerm
NY	co-linear	17	Terminal	9.08	CollTerm
NY	co-linear	17	Terminal	8.86	CollTerm
NY	co-linear	17	Terminal	8.67	CollTerm
NY	co-linear	17	Co-linear	8.59	Co-linear
NY	co-linear	17	Co-linear	8.35	Co-linear
NY	co-linear	17	Co-linear	8.34	Co-linear
NY	co-linear	17	Co-linear	8.24	Co-linear
NY	co-linear	17	Co-linear	8.17	Co-linear
NY	co-linear	17	Co-linear	8.16	Co-linear
NY	co-linear	17	Co-linear	7.98	Co-linear
NY	co-linear	17	Co-linear	7.98	Co-linear
NY	co-linear	17	Co-linear	7.94	Co-linear
NY	co-linear	17	Co-linear	7.87	Co-linear
NY	co-linear	17	Co-linear	7.71	Co-linear
NY	co-linear	17	Co-linear	7.61	Co-linear
NY	co-linear	17	Co-linear	7.5	Co-linear
NY	co-linear	17	Co-linear	7.42	Co-linear
NY	co-linear	17	Co-linear	7.35	Co-linear
NY	co-linear	17	Co-linear	7.34	Co-linear
NY	co-linear	17	Co-linear	7.32	Co-linear
NY	co-linear	17	Co-linear	7.12	Co-linear
NY	co-linear	17	Co-linear	7.08	Co-linear
NY	co-linear	17	Co-linear	6.97	Co-linear
NY	co-linear	17	Co-linear	6.68	Co-linear
NY	co-linear	17	Co-linear	6.63	Co-linear
NY	co-linear	17	Co-linear	6.55	Co-linear
NY	co-linear	17	Co-linear	6.41	Co-linear
NY	co-linear	17	Co-linear	6.4	Co-linear
NY	co-linear	17	Co-linear	6.39	Co-linear
NY	co-linear	17	Co-linear	6.32	Co-linear
NY	co-linear	17	Co-linear	6.28	Co-linear
NY	co-linear	17	Co-linear	6.22	Co-linear
NY	co-linear	17	Co-linear	6.21	Co-linear
NY	co-linear	17	Co-linear	6.1	Co-linear
NY	co-linear	17	Co-linear	5.92	Co-linear
NY	co-linear	17	Co-linear	5.84	Co-linear
NY	co-linear	17	Co-linear	5.83	Co-linear
NY	co-linear	17	Co-linear	5.74	Co-linear
NY	co-linear	17	Co-linear	5.73	Co-linear
NY	co-linear	17	Co-linear	5.73	Co-linear
NY	co-linear	17	Co-linear	5.7	Co-linear
NY	co-linear	17	Co-linear	5.66	Co-linear
NY	co-linear	17	Co-linear	5.63	Co-linear
NY	co-linear	17	Co-linear	5.55	Co-linear
NY	co-linear	17	Co-linear	5.55	Co-linear
NY	co-linear	17	Co-linear	5.53	Co-linear
NY	co-linear	17	Co-linear	5.51	Co-linear
NY	co-linear	17	Co-linear	5.49	Co-linear
NY	co-linear	17	Co-linear	5.46	Co-linear
NY	co-linear	17	Co-linear	5.44	Co-linear
NY	co-linear	17	Co-linear	5.44	Co-linear
NY	co-linear	17	Co-linear	5.49	Co-linear
NY	co-linear	17	Co-linear	5.49	Co-linear
NY	co-linear	17	Co-linear	5.52	Co-linear
NY	co-linear	17	Co-linear	5.53	Co-linear
NY	co-linear	17	Co-linear	5.56	Co-linear
NY	co-linear	17	Co-linear	5.57	Co-linear
NY	co-linear	17	Co-linear	5.62	Co-linear
NY	co-linear	17	Co-linear	5.71	Co-linear
NY	co-linear	17	Co-linear	5.75	Co-linear
NY	co-linear	17	Co-linear	5.75	Co-linear
NY	co-linear	17	Co-linear	5.79	Co-linear
NY	co-linear	17	Co-linear	5.79	Co-linear
NY	co-linear	17	Co-linear	5.81	Co-linear
NY	co-linear	17	Co-linear	5.85	Co-linear
NY	co-linear	17	Co-linear	5.88	Co-linear
NY	co-linear	17	Co-linear	5.9	Co-linear
NY	co-linear	17	Co-linear	6.09	Co-linear
NY	co-linear	17	Co-linear	6.25	Co-linear
NY	co-linear	17	Co-linear	6.56	Co-linear
NY	co-linear	17	Co-linear	6.63	Co-linear
NY	co-linear	17	Co-linear	6.64	Co-linear
NY	co-linear	17	Co-linear	6.75	Co-linear
NY	co-linear	17	Co-linear	6.76	Co-linear
NY	co-linear	17	Co-linear	6.76	Co-linear
NY	co-linear	17	Co-linear	6.77	Co-linear
NY	co-linear	17	Co-linear	6.78	Co-linear
NY	co-linear	17	Co-linear	6.78	Co-linear
NY	co-linear	17	Co-linear	6.79	Co-linear
NY	co-linear	17	Co-linear	6.77	Co-linear
NY	co-linear	17	Co-linear	6.77	Co-linear
NY	co-linear	17	Co-linear	6.77	Co-linear
NY	co-linear	17	Co-linear	6.76	Co-linear
NY	co-linear	17	Co-linear	6.65	Co-linear
NY	co-linear	17	Co-linear	6.63	Co-linear
NY	co-linear	17	Co-linear	6.5	Co-linear
NY	co-linear	17	Co-linear	6.41	Co-linear
NY	co-linear	17	Co-linear	6.36	Co-linear
NY	co-linear	17	Co-linear	6.36	Co-linear
NY	co-linear	17	Co-linear	6.36	Co-linear
NY	co-linear	17	Co-linear	6.35	Co-linear
NY	co-linear	17	Co-linear	6.33	Co-linear
NY	co-linear	17	Co-linear	6.33	Co-linear
NY	co-linear	17	Co-linear	6.32	Co-linear
NY	co-linear	17	Co-linear	6.31	Co-linear
NY	co-linear	17	Co-linear	6.28	Co-linear
NY	co-linear	17	Co-linear	6.25	Co-linear
NY	co-linear	17	Co-linear	6.22	Co-linear
NY	co-linear	17	Co-linear	6.18	Co-linear
NY	co-linear	17	Co-linear	6.1	Co-linear
NY	co-linear	17	Co-linear	6.07	Co-linear
NY	co-linear	17	Co-linear	5.94	Co-linear
NY	co-linear	17	Co-linear	5.81	Co-linear
NY	co-linear	17	Co-linear	5.8	Co-linear
NY	co-linear	17	Co-linear	5.8	Co-linear
NY	co-linear	17	Co-linear	5.78	Co-linear
NY	co-linear	17	Co-linear	5.75	Co-linear
NY	co-linear	17	Co-linear	5.74	Co-linear
NY	co-linear	17	Co-linear	5.69	Co-linear
NY	co-linear	17	Co-linear	5.67	Co-linear
NY	co-linear	17	Co-linear	5.69	Co-linear
NY	co-linear	17	Co-linear	5.7	Co-linear
NY	co-linear	17	Co-linear	5.7	Co-linear
NY	co-linear	17	Co-linear	5.71	Co-linear
NY	co-linear	17	Co-linear	5.75	Co-linear
NY	co-linear	17	Co-linear	5.75	Co-linear
NY	co-linear	17	Co-linear	5.73	Co-linear
NY	co-linear	17	Co-linear	5.73	Co-linear
NY	co-linear	17	Co-linear	5.72	Co-linear
NY	co-linear	17	Co-linear	5.7	Co-linear
NY	co-linear	17	Co-linear	5.67	Co-linear
NY	co-linear	17	Co-linear	5.64	Co-linear
NY	co-linear	17	Co-linear	5.64	Co-linear
NY	co-linear	17	Co-linear	5.6	Co-linear
NY	co-linear	17	Co-linear	5.57	Co-linear
NY	co-linear	17	Co-linear	5.52	Co-linear
NY	co-linear	17	Co-linear	5.48	Co-linear
NY	co-linear	17	Co-linear	5.44	Co-linear
NY	co-linear	17	Co-linear	5.41	Co-linear
NY	co-linear	17	Co-linear	5.4	Co-linear
NY	co-linear	17	Co-linear	5.4	Co-linear
NY	co-linear	17	Co-linear	5.4	Co-linear
NY	co-linear	17	Co-linear	5.4	Co-linear
NY	co-linear	17	Co-linear	5.4	Co-linear
NY	co-linear	17	Co-linear	5.4	Co-linear
NY	co-linear	17	Co-linear	5.41	Co-linear
NY	co-linear	17	Co-linear	5.68	Co-linear
NY	co-linear	17	Co-linear	5.93	Co-linear
NY	co-linear	17	Co-linear	5.95	Co-linear
NY	co-linear	17	Co-linear	5.95	Co-linear
NY	co-linear	17	Co-linear	6.05	Co-linear
NY	co-linear	17	Co-linear	6.06	Co-linear
NY	co-linear	17	Co-linear	6.12	Co-linear
NY	co-linear	17	Co-linear	6.15	Co-linear
NY	co-linear	17	Co-linear	6.29	Co-linear
NY	co-linear	17	Co-linear	6.3	Co-linear
NY	co-linear	17	Co-linear	6.32	Co-linear
NY	co-linear	17	Co-linear	6.69	Co-linear
NY	co-linear	17	Co-linear	7.05	Co-linear
NY	co-linear	17	Co-linear	7.06	Co-linear
NY	co-linear	17	Co-linear	7.35	Co-linear
NY	co-linear	17	Co-linear	7.53	Co-linear
NY	co-linear	17	Co-linear	7.54	Co-linear
NY	co-linear	17	Co-linear	7.57	Co-linear
NY	co-linear	17	Co-linear	7.68	Co-linear
NY	co-linear	17	Co-linear	7.7	Co-linear
NY	co-linear	17	Co-linear	7.9	Co-linear
NY	co-linear	17	Co-linear	7.91	Co-linear
NY	co-linear	17	Co-linear	8.07	Co-linear
NY	co-linear	17	Co-linear	8.2	Co-linear
NY	co-linear	17	Co-linear	8.23	Co-linear
NY	co-linear	17	Co-linear	8.29	Co-linear
NY	co-linear	17	Co-linear	8.37	Co-linear
NY	co-linear	17	Co-linear	8.37	Co-linear
NY	co-linear	17	Co-linear	8.43	Co-linear
NY	co-linear	17	Co-linear	8.51	Co-linear
NY	co-linear	17	Co-linear	8.55	Co-linear
NY	co-linear	17	Co-linear	8.57	Co-linear
NY	co-linear	17	Co-linear	8.59	Co-linear
NY	co-linear	17	Co-linear	8.66	Co-linear
NY	co-linear	17	Co-linear	8.67	Co-linear
NY	co-linear	17	Co-linear	8.68	Co-linear
NY	co-linear	17	Co-linear	8.68	Co-linear
NY	co-linear	17	Co-linear	8.69	Co-linear
NY	co-linear	17	Co-linear	8.69	Co-linear
NY	co-linear	17	Co-linear	8.74	Co-linear
NY	co-linear	17	Co-linear	8.75	Co-linear
NY	co-linear	17	Co-linear	8.77	Co-linear
NY	co-linear	17	Co-linear	8.77	Co-linear
NY	co-linear	17	Co-linear	8.77	Co-linear
NY	co-linear	17	Co-linear	8.77	Co-linear
NY	co-linear	17	Co-linear	8.73	Co-linear
NY	co-linear	17	Co-linear	8.73	Co-linear
NY	co-linear	17	Co-linear	8.73	Co-linear
NY	co-linear	17	Co-linear	8.73	Co-linear
NY	co-linear	17	Co-linear	8.7	Co-linear
NY	co-linear	17	Co-linear	8.7	Co-linear
NY	co-linear	17	Co-linear	8.69	Co-linear
NY	co-linear	17	Co-linear	8.68	Co-linear
NY	co-linear	17	Co-linear	8.63	Co-linear
NY	co-linear	17	Co-linear	8.63	Co-linear
NY	co-linear	17	Co-linear	8.62	Co-linear
NY	co-linear	17	Co-linear	8.6	Co-linear
NY	co-linear	17	Co-linear	8.6	Co-linear
NY	co-linear	17	Co-linear	8.51	Co-linear
NY	co-linear	17	Co-linear	8.5	Co-linear
NY	co-linear	17	Co-linear	8.5	Co-linear
NY	co-linear	17	Co-linear	8.48	Co-linear
NY	co-linear	17	Co-linear	8.47	Co-linear
NY	co-linear	17	Co-linear	8.46	Co-linear
NY	co-linear	17	Co-linear	8.4	Co-linear
NY	co-linear	17	Co-linear	8.36	Co-linear
NY	co-linear	17	Co-linear	8.28	Co-linear
NY	co-linear	17	Co-linear	8.24	Co-linear
NY	co-linear	17	Co-linear	8.21	Co-linear
NY	co-linear	17	Co-linear	8.15	Co-linear
NY	co-linear	17	Co-linear	8.14	Co-linear
NY	co-linear	17	Co-linear	7.86	Co-linear
