set map marker phys gen
GA 4 189 7.092329 51.855
GA 4 190 7.095563 51.855
GA 4 191 7.097052 51.855
GA 4 192 7.102612 51.855
GA 4 193 7.110882 51.855
GA 4 194 7.128848 51.855
GA 4 195 7.142548 51.855
GA 4 196 7.148716 51.855
GA 4 197 7.150838 51.855
GA 4 198 7.170536 51.855
GA 4 199 7.170539 51.855
GA 4 200 7.180077 51.855
GA 4 201 7.188203 51.855
GA 4 202 7.189393 51.855
GA 4 203 7.194035 51.855
GA 4 204 7.240104 51.855
GA 4 205 7.248543 51.855
GA 4 206 7.302413 51.855
GA 4 207 7.306357 51.855
GA 4 208 7.347282 53.326
GA 4 209 7.379477 53.326
GA 4 210 7.420182 53.326
GA 4 211 7.466099 53.326
GA 4 212 7.466363 53.326
GA 4 213 7.48657 53.326
GA 4 214 7.51997 53.326
GA 4 215 7.524364 53.326
GA 4 216 7.583119 53.326
GA 4 217 7.608318 53.326
GA 4 218 7.630349 53.326
GA 4 219 7.630659 53.326
GA 4 220 7.584124 54.056
GA 4 221 7.643875 54.056
GA 4 222 7.830005 54.056
GA 4 223 7.675775 55.527
GA 4 224 7.692052 55.527
GA 4 225 7.715978 55.527
GA 4 226 7.816804 55.527
GA 4 227 7.832473 55.527
GA 4 228 7.917448 55.527
GA 4 229 7.92301 55.527
GA 4 230 7.931425 55.527
GA 4 231 7.933837 55.527
GA 4 232 7.968269 55.527
GA 4 233 7.973473 55.527
GA 4 234 7.70116 56.256
GA 4 235 8.027996 56.986
GA 4 236 8.036093 57.716
GA 4 237 8.064757 57.716
GA 4 238 8.070103 57.716
GA 4 239 8.092981 57.716
GA 4 240 8.107517 57.716
GA 4 241 8.119262 57.716
GA 4 242 8.119596 57.716
GA 4 243 8.131078 57.716
GA 4 244 8.13505 57.716
GA 4 245 8.1351 57.716
GA 4 246 8.153419 57.716
GA 4 247 8.215126 57.716
GA 4 248 8.219266 57.716
GA 4 249 8.23101 57.716
GA 4 250 8.258249 57.716
GA 4 251 8.263133 57.716
GA 4 252 8.119593 58.446
GA 4 253 8.311259 58.446
GA 4 254 8.351959 58.446
GA 4 255 8.361106 58.446
GA 4 256 8.364122 58.446
GA 4 257 8.37135 59.176
GA 4 258 8.391232 59.176
GA 4 259 8.471631 59.176
GA 4 260 8.490624 59.176
GA 4 261 8.526131 60.647
GA 4 262 8.52711 60.647
GA 4 263 8.533564 60.647
GA 4 264 8.557372 61.377
GA 4 265 8.597578 62.848
GA 4 266 8.624873 62.848
GA 4 267 8.680497 63.577
GA 4 268 8.686655 64.307
GA 4 269 8.716887 65.037
GA 4 270 8.725312 65.037
GA 4 271 8.761938 65.037
GA 4 272 8.785932 65.037
GA 4 273 8.806317 65.037
GA 4 274 8.745752 65.767
GA 4 275 8.877411 65.767
GA 4 276 8.87795 65.767
GA 4 277 8.880933 65.767
GA 4 278 8.915691 65.767
GA 4 279 8.950567 66.497
GA 4 280 8.990889 66.497
GA 4 281 8.991183 66.497
GA 4 282 8.995729 67.227
GA 4 283 9.017782 67.227
GA 4 284 9.024001 67.227
GA 4 285 9.033761 67.227
GA 4 286 9.034156 67.227
GA 4 287 9.074071 67.957
GA 4 288 9.184029 67.957
GA 4 289 9.190659 67.957
GA 4 290 9.214379 67.957
GA 4 291 9.363416 68.687
GA 4 292 9.386561 68.687
GA 4 293 9.411713 68.687
GA 4 294 9.4193 69.417
GA 4 295 9.513478 69.417
GA 4 296 9.515552 69.417
GA 4 297 9.528456 69.417
GA 4 298 9.542578 69.417
GA 4 299 9.567863 69.417
GA 4 300 9.596718 69.417
GA 4 301 9.613289 69.417
GA 4 302 9.651532 69.417
GA 4 303 9.681674 69.417
GA 4 304 9.822986 70.877
GA 4 305 9.864828 71.607
GA 4 306 9.933842 72.337
GA 4 307 10.162649 73.067
GA 4 308 10.162652 73.067
GA 4 309 10.265163 73.797
GA 4 310 10.318309 73.797
GA 4 311 10.341149 73.797
GA 4 312 10.251799 74.527
GA 4 313 10.440376 74.527
GA 4 314 10.528659 75.257
GA 4 315 10.508945 75.986
GA 4 316 10.518076 75.986
GA 4 317 10.524871 75.986
GA 4 318 10.588357 76.716
GA 4 319 10.59229 76.716
GA 4 320 10.597553 76.716
GA 4 321 10.611016 76.716
GA 4 322 10.619821 76.716
GA 4 323 10.665271 76.716
GA 4 324 10.745693 76.716
GA 4 325 10.798048 78.176
GA 4 326 10.923779 79.647
GA 4 327 10.939143 79.647
GA 4 328 10.984011 79.647
GA 4 329 10.996823 79.647
GA 4 330 11.014427 79.647
GA 4 331 11.016537 79.647
GA 4 332 11.034271 79.647
GA 4 333 11.04529 79.647
GA 4 334 11.077903 79.647
GA 4 335 11.121033 80.377
GA 4 336 11.163124 80.377
GA 4 337 11.176745 80.377
GA 4 338 11.20101 80.377
GA 4 339 11.283016 81.107
GA 4 340 11.346451 81.837
GA 4 341 11.352899 81.837
GA 4 342 11.371769 81.837
GA 4 343 11.411575 82.567
GA 4 344 11.55595 83.297
GA 4 345 11.515044 84.027
GA 4 346 11.736797 85.497
GA 4 347 11.77662 86.957
GA 4 348 11.776836 86.957
GA 4 349 11.822068 86.957
GA 4 350 11.868371 86.957
GA 4 351 11.974229 86.957
GA 4 352 11.986235 86.957
GA 4 353 11.986257 86.957
GA 4 354 12.005639 86.957
GA 4 355 12.034591 87.687
GA 4 356 12.037917 88.417
GA 4 357 12.244762 88.417
GA 4 358 12.29934 88.417
GA 4 359 12.275552 89.147
GA 4 360 12.320312 89.147
GA 4 361 12.356442 89.147
GA 4 362 12.368065 89.147
GA 4 363 12.402597 89.147
GA 4 364 12.404746 89.147
GA 4 365 12.417986 89.147
GA 4 366 12.419424 89.147
GA 4 367 12.446124 89.147
GA 4 368 12.482735 89.147
GA 4 369 12.552662 89.877
GA 4 370 12.601515 90.607
GA 4 371 12.633529 90.607
GA 4 372 12.721665 92.078
GA 4 373 12.75728 92.078
GA 4 374 12.870132 93.537
GA 4 375 12.874422 93.537
GA 4 376 12.903643 93.537
GA 4 377 12.933283 93.537
GA 4 378 12.949726 93.537
GA 4 379 12.957183 93.537
GA 4 380 12.997288 93.537
GA 4 381 13.024442 93.537
GA 4 382 13.128683 94.267
GA 4 383 13.08665 94.997
GA 4 384 13.102933 94.997
GA 4 385 13.110834 94.997
GA 4 386 13.114272 94.997
GA 4 387 13.143861 94.997
GA 4 388 13.170271 94.997
GA 4 389 13.185383 94.997
GA 4 390 13.229781 94.997
GA 4 391 13.321235 95.727
GA 4 392 13.324962 96.457
GA 4 393 13.36286 97.928
GA 4 394 13.395909 98.658
GA 4 395 13.39931 98.658
GA 4 396 13.408192 98.658
GA 4 397 13.690989 98.658
GA 4 398 13.545061 99.388
GA 4 399 13.549027 99.388
GA 4 400 13.555543 99.388
GA 4 401 13.559882 99.388
GA 4 402 13.667285 99.388
GA 4 403 13.675701 99.388
GA 4 404 13.761399 99.388
GA 4 405 13.856025 99.388
GA 4 406 13.858463 99.388
GA 4 407 13.965659 99.388
GA 4 408 13.967344 99.388
GA 4 409 13.995601 99.388
GA 4 410 14.00188 99.388
GA 4 411 14.053241 99.388
GA 4 412 14.060763 99.388
GA 4 413 14.062806 99.388
GA 4 414 14.069226 99.388
GA 4 415 14.196712 99.388
GA 4 416 14.219627 100.858
GA 4 417 14.240684 100.858
GA 4 418 14.286339 100.858
GA 4 419 14.338442 100.858
GA 4 420 14.348143 101.588
GA 4 421 14.372073 101.588
GA 4 422 14.373518 101.588
GA 4 423 14.39194 101.588
GA 4 424 14.449057 101.588
GA 4 425 14.451833 101.588
GA 4 426 14.470746 101.588
GA 4 427 14.489144 101.588
GA 4 428 14.489518 101.588
GA 4 429 14.498217 101.588
GA 4 430 14.505023 101.588
GA 4 431 14.512311 101.588
GA 4 432 14.515584 101.588
GA 4 433 14.540863 101.588
GA 4 434 14.64748 101.588
GA 4 435 14.659301 101.588
GA 4 436 14.661153 101.588
GA 4 437 14.709354 101.588
GA 4 438 14.846509 102.318
GA 4 439 14.99971 102.318
GA 4 440 15.111771 103.048
GA 4 441 15.216529 103.048
GA 4 442 15.123219 103.778
GA 4 443 15.320231 103.778
GA 4 444 15.127045 104.508
GA 4 445 15.36156 104.508
GA 4 446 15.397076 104.508
GA 4 447 15.420816 104.508
GA 4 448 15.291363 105.238
GA 4 449 15.496324 105.238
GA 4 450 15.617163 105.238
GA 4 451 15.946905 105.238
GA 4 452 15.87557 106.709
GA 4 453 15.878361 106.709
GA 4 454 15.900182 106.709
GA 4 455 15.999741 106.709
GA 4 456 16.022499 107.439
GA 4 457 16.028553 108.169
GA 4 458 16.063287 108.169
GA 4 459 16.092946 108.169
GA 4 460 16.151197 108.169
GA 4 461 16.182114 108.169
GA 4 462 16.207373 108.169
GA 4 463 16.291807 108.169
GA 4 464 16.331654 108.169
GA 4 465 16.37724 108.169
GA 4 466 16.458608 108.169
GA 4 467 16.493836 108.169
GA 4 468 16.507137 108.169
GA 4 469 16.509742 108.169
GA 4 470 16.563665 108.169
GA 4 471 16.565772 108.169
GA 4 472 16.593519 108.169
GA 4 473 16.597994 108.169
GA 4 474 16.658434 108.169
GA 4 475 16.69973 108.169
GA 4 476 16.718317 108.169
GA 4 477 16.789484 108.169
GA 4 478 16.801231 108.169
GA 4 479 16.815676 108.169
GA 4 480 16.822249 108.169
GA 4 481 16.832262 108.169
GA 4 482 16.468917 108.899
GA 4 483 16.865611 108.899
GA 4 484 16.869267 108.899
GA 4 485 16.929054 108.899
GA 4 486 16.958217 108.899
GA 4 487 16.981721 108.899
GA 4 488 17.004626 108.899
GA 4 489 17.065925 108.899
GA 4 490 17.114789 108.899
GA 4 491 17.211457 110.369
GA 4 492 17.275793 111.84
GA 4 493 17.324139 112.57
GA 4 494 17.366329 112.57
GA 4 495 17.446993 112.57
GA 4 496 17.506224 113.3
GA 4 497 17.569003 113.3
GA 4 498 17.573482 113.3
GA 4 499 17.58387 113.3
GA 4 500 17.587067 113.3
GA 4 501 17.657636 113.3
GA 4 502 17.740514 113.3
GA 4 503 17.617684 114.03
GA 4 504 17.696836 114.03
GA 4 505 17.781034 114.03
GA 4 506 17.800528 114.03
GA 4 507 17.811048 114.03
GA 4 508 17.835502 114.03
GA 4 509 17.85557 114.03
GA 4 510 17.882597 114.03
GA 4 511 17.878955 114.76
GA 4 512 18.142959 115.49
GA 4 513 17.985407 116.22
GA 4 514 17.999959 116.22
GA 4 515 18.024594 116.22
GA 4 516 18.026611 116.22
GA 4 517 18.075543 116.22
GA 4 518 18.127618 116.22
GA 4 519 18.136771 116.22
GA 4 520 18.14242 116.22
GA 4 521 18.142423 116.22
GA 4 522 18.187782 116.22
GA 4 523 18.225092 116.22
GA 4 524 18.195606 116.95
GA 4 525 18.243914 117.68
GA 4 526 18.248502 117.68
GA 4 527 18.254286 117.68
GA 4 528 18.292969 117.68
GA 4 529 18.345793 117.68
GA 4 530 18.246616 118.409
GA 4 531 18.294365 118.409
GA 4 532 18.350784 118.409
GA 4 533 18.362341 118.409
GA 4 534 18.363464 118.409
GA 4 535 18.379987 118.409
GA 4 536 18.38143 118.409
GA 4 537 18.445529 119.139
GA 4 538 18.467874 119.139
GA 4 539 18.474492 119.869
GA 4 540 18.500274 119.869
GA 4 541 18.512244 119.869
GA 4 542 18.531771 119.869
GA 4 543 18.547363 119.869
GA 4 544 18.56029 119.869
GA 4 545 18.648488 122.092
GA 4 546 18.659724 122.092
GA 4 547 18.667034 122.092
GA 4 548 18.706234 123.563
GA 4 549 18.713754 123.563
GA 4 550 18.720674 123.563
GA 4 551 18.76742 123.563
GA 4 552 18.815624 123.563
GA 4 553 18.816569 123.563
GA 4 554 18.855653 123.563
GA 4 555 18.9453 125.033
GA 4 556 18.950609 125.033
GA 4 557 18.962117 125.033
GA 4 558 18.963549 125.033
GA 4 559 18.965235 125.033
GA 4 560 19.022484 126.504
GA 4 561 19.029348 127.234
GA 4 562 19.085658 130.22
GA 4 563 19.11883 131.691
GA 4 564 19.138253 131.691
GA 4 565 19.185065 131.691
GA 4 566 19.257661 134.677
GA 4 567 19.251557 135.407
GA 4 568 19.262852 135.407
GA 4 569 19.263387 135.407
GA 4 570 19.272004 136.136
GA 4 571 19.272238 136.136
GA 4 572 19.32628 136.866
GA 4 573 19.368555 136.866
GA 4 574 19.378536 136.866
GA 4 575 19.382866 136.866
GA 4 576 19.38999 136.866
GA 4 577 19.410512 136.866
GA 4 578 19.46911 136.866
GA 4 579 19.477078 136.866
GA 4 580 19.618035 137.596
GA 4 581 19.547484 139.819
GA 4 582 19.612484 139.819
GA 4 583 19.555412 140.549
GA 4 584 19.572054 140.549
GA 4 585 19.63144 141.279
GA 4 586 19.821006 142.009
GA 4 587 19.827456 142.009
GA 4 588 19.873615 142.009
GA 4 589 19.893526 142.009
GA 4 590 19.920742 142.009
GA 4 591 19.704033 143.479
GA 5 1 0.672006 0
GA 5 2 0.03508 2.201
GA 5 3 0.095757 4.424
GA 5 4 0.075851 5.154
GA 5 5 1.45095 5.884
GA 5 6 1.0244 6.613
GA 5 7 1.214159 6.613
GA 5 8 1.215329 6.613
GA 5 9 1.383202 6.613
GA 5 10 0.99543 7.343
GA 5 11 1.007677 7.343
GA 5 12 1.098531 7.343
GA 5 13 1.111426 7.343
GA 5 14 1.119436 7.343
GA 5 15 1.212679 7.343
GA 5 16 1.230542 7.343
GA 5 17 1.231874 7.343
GA 5 18 1.282231 7.343
GA 5 19 1.317112 7.343
GA 5 20 1.367939 7.343
GA 5 21 1.369973 7.343
GA 5 22 0.892052 9.544
GA 5 23 0.90077 9.544
GA 5 24 1.99752 9.544
GA 5 25 1.618271 10.274
GA 5 26 1.785813 10.274
GA 5 27 1.871426 10.274
GA 5 28 1.871429 10.274
GA 5 29 1.872957 10.274
GA 5 30 1.954579 10.274
GA 5 31 2.190012 11.004
GA 5 32 2.206067 11.004
GA 5 33 2.250123 11.004
GA 5 34 2.33665 11.004
GA 5 35 2.404678 11.004
GA 5 36 2.448692 11.004
GA 5 37 2.519483 11.734
GA 5 38 2.529194 11.734
GA 5 39 2.540861 11.734
GA 5 40 2.58146 12.464
GA 5 41 2.736645 13.194
GA 5 42 2.824864 13.194
GA 5 43 2.751932 13.924
GA 5 44 2.758501 13.924
GA 5 45 2.764645 13.924
GA 5 46 2.827963 13.924
GA 5 47 2.838446 13.924
GA 5 48 2.873961 14.654
GA 5 49 2.90265 15.384
GA 5 50 2.917425 15.384
GA 5 51 3.025078 15.384
GA 5 52 3.051516 15.384
GA 5 53 3.05487 15.384
GA 5 54 3.063512 15.384
GA 5 55 3.067171 15.384
GA 5 56 3.094032 15.384
GA 5 57 3.142442 17.584
GA 5 58 3.189588 18.314
GA 5 59 3.208385 18.314
GA 5 60 3.242575 19.044
GA 5 61 3.309898 19.044
GA 5 62 3.275585 19.774
GA 5 63 3.361061 19.774
GA 5 64 3.368296 19.774
GA 5 65 3.386934 19.774
GA 5 66 3.475612 20.504
GA 5 67 3.533851 20.504
GA 5 68 3.540151 20.504
GA 5 69 3.544084 20.504
GA 5 70 3.590201 20.504
GA 5 71 4.311313 21.234
GA 5 72 3.706586 21.964
GA 5 73 3.712261 21.964
GA 5 74 3.791108 21.964
GA 5 75 4.059371 21.964
GA 5 76 3.838915 22.694
GA 5 77 3.925716 22.694
GA 5 78 3.925719 22.694
GA 5 79 3.941377 22.694
GA 5 80 4.019696 22.694
GA 5 81 4.031975 22.694
GA 5 82 4.043683 22.694
GA 5 83 4.172542 22.694
GA 5 84 4.253725 22.694
GA 5 85 4.272986 22.694
GA 5 86 4.273347 22.694
GA 5 87 4.27335 22.694
GA 5 88 4.312248 22.694
GA 5 89 4.229984 23.424
GA 5 90 4.470403 24.894
GA 5 91 4.496132 24.894
GA 5 92 4.5330260000000004 24.894
GA 5 93 4.732369 25.624
GA 5 94 4.77526 27.095
GA 5 95 4.818014 27.095
GA 5 96 4.883312 27.095
GA 5 97 4.903454 27.095
GA 5 98 4.917619 27.095
GA 5 99 4.991707 27.095
GA 5 100 4.992912 27.095
GA 5 101 4.895934 27.825
GA 5 102 5.034707 27.825
GA 5 103 5.035913 27.825
GA 5 104 5.155018 28.555
GA 5 105 5.160556 28.555
GA 5 106 5.195535 28.555
GA 5 107 5.272292 30.026
GA 5 108 5.315084 31.496
GA 5 109 5.315615 31.496
GA 5 110 5.322734 31.496
GA 5 111 5.362088 31.496
GA 5 112 5.439728 31.496
GA 5 113 5.457852 31.496
GA 5 114 5.515125 31.496
GA 5 115 5.493796 32.226
GA 5 116 5.552242 32.226
GA 5 117 5.655603 33.697
GA 5 118 5.67277 33.697
GA 5 119 5.691971 33.697
GA 5 120 5.692718 33.697
GA 5 121 5.708412 34.427
GA 5 122 5.720663 34.427
GA 5 123 5.725421 34.427
GA 5 124 5.806069 34.427
GA 5 125 5.812528 34.427
GA 5 126 5.818772 34.427
GA 5 127 5.828167 34.427
GA 5 128 6.022655 35.157
GA 5 129 5.900654 35.887
GA 5 130 5.900657 35.887
GA 5 131 5.914377 35.887
GA 5 132 5.951328 35.887
GA 5 133 5.996019 35.887
GA 5 134 6.022436 35.887
GA 5 135 6.024327 35.887
GA 5 136 6.037637 35.887
GA 5 137 6.318079 35.887
GA 5 138 6.204305 36.617
GA 5 139 6.208637 36.617
GA 5 140 6.213639 36.617
GA 5 141 6.2356 36.617
GA 5 142 6.354713 36.617
GA 5 143 6.362956 36.617
GA 5 144 6.364706 36.617
GA 5 145 6.36727 36.617
GA 5 146 6.367273 36.617
GA 5 147 6.36851 36.617
GA 5 148 6.433957 36.617
GA 5 149 6.469926 36.617
GA 5 150 6.480092 36.617
GA 5 151 6.484358 36.617
GA 5 152 6.50137 36.617
GA 5 153 6.532888 37.347
GA 5 154 6.538785 37.347
GA 5 155 6.544291 37.347
GA 5 156 6.652146 37.347
GA 5 157 6.718418 37.347
GA 5 158 6.767887 37.347
GA 5 159 6.797266 37.347
GA 5 160 6.849995 37.347
GA 5 161 6.853134 37.347
GA 5 162 6.886286 37.347
GA 5 163 6.89321 37.347
GA 5 164 6.908503 38.077
GA 5 165 6.913164 38.077
GA 5 166 6.941172 38.077
GA 5 167 6.96212 38.077
GA 5 168 6.964858 38.077
GA 5 169 7.064945 38.077
GA 5 170 7.085269 38.807
GA 5 171 7.097387 38.807
GA 5 172 7.115323 38.807
GA 5 173 7.20804 38.807
GA 5 174 7.276637 38.807
GA 5 175 7.311237 38.807
GA 5 176 7.335842 39.536
GA 5 177 7.351777 39.536
GA 5 178 7.373247 39.536
GA 5 179 7.427341 41.007
GA 5 180 7.44381 41.007
GA 5 181 7.455822 41.007
GA 5 182 7.47536 41.007
GA 5 183 7.80551 42.478
GA 5 184 7.866696 43.949
GA 5 185 7.87661 44.678
GA 5 186 7.91674 44.678
GA 5 187 7.93646 44.678
GA 5 188 7.951199 44.678
GA 5 189 7.957174 44.678
GA 5 190 7.977282 44.678
GA 5 191 7.987672 44.678
GA 5 192 8.001995 44.678
GA 5 193 7.916287 45.408
GA 5 194 8.093681 45.408
GA 5 195 8.096332 45.408
GA 5 196 8.104309 45.408
GA 5 197 8.163907 45.408
GA 5 198 8.173554 45.408
GA 5 199 8.226542 45.408
GA 5 200 8.283619 45.408
GA 5 201 8.303971 45.408
GA 5 202 8.404859 46.879
GA 5 203 8.42389 46.879
GA 5 204 8.450118 46.879
GA 5 205 8.4779 46.879
GA 5 206 8.488126 46.879
GA 5 207 8.518462 46.879
GA 5 208 8.961965 46.879
GA 5 209 8.576292 47.609
GA 5 210 8.636613 47.609
GA 5 211 8.642286 47.609
GA 5 212 8.74012 47.609
GA 5 213 8.745697 47.609
GA 5 214 8.76131 47.609
GA 5 215 8.924243 47.609
GA 5 216 8.990818 47.609
GA 5 217 9.006836 47.609
GA 5 218 9.049307 47.609
GA 5 219 9.063276 47.609
GA 5 220 9.081993 47.609
GA 5 221 9.145354 47.609
GA 5 222 9.1509 47.609
GA 5 223 9.205486 48.339
GA 5 224 9.214541 48.339
GA 5 225 9.248789 48.339
GA 5 226 9.32335 48.339
GA 5 227 9.383286 49.81
GA 5 228 9.383521 49.81
GA 5 229 9.422152 50.54
GA 5 230 9.485048 50.54
GA 5 231 9.520063 50.54
GA 5 232 9.599767 50.54
GA 5 233 9.626063 50.54
GA 5 234 9.66703 51.27
GA 5 235 9.69578 51.27
GA 5 236 9.71977 51.27
GA 5 237 9.721573 51.27
GA 5 238 9.722431 51.27
GA 5 239 9.74103 51.27
GA 5 240 9.764058 51.27
GA 5 241 9.801068 51.27
GA 5 242 9.808023 51.27
GA 5 243 9.809255 51.27
GA 5 244 9.879483 51.27
GA 5 245 9.893671 51.27
GA 5 246 9.897177 51.27
GA 5 247 9.897474 52
GA 5 248 9.904873 52
GA 5 249 9.923836 52
GA 5 250 9.939483 52
GA 5 251 9.999286 54.222
GA 5 252 10.019913 54.222
GA 5 253 10.051561 54.222
GA 5 254 10.052501 54.222
GA 5 255 10.074493 54.222
GA 5 256 10.115514 54.222
GA 5 257 10.177142 54.222
GA 5 258 10.278956 55.693
GA 5 259 10.384968 56.423
GA 5 260 10.419825 56.423
GA 5 261 10.45523 56.423
GA 5 262 10.463493 56.423
GA 5 263 10.507581 56.423
GA 5 264 10.565987 56.423
GA 5 265 10.601342 56.423
GA 5 266 10.608395 56.423
GA 5 267 10.663725 57.153
GA 5 268 10.863517 58.623
GA 5 269 10.880907 59.353
GA 5 270 10.910117 60.083
GA 5 271 11.074779 61.554
GA 5 272 11.15975 61.554
GA 5 273 11.165319 61.554
GA 5 274 11.177025 61.554
GA 5 275 11.261972 61.554
GA 5 276 11.296054 61.554
GA 5 277 11.298666 61.554
GA 5 278 11.302507 61.554
GA 5 279 11.33368 61.554
GA 5 280 11.342399 61.554
GA 5 281 11.395519 61.554
GA 5 282 11.425214 61.554
GA 5 283 11.443475 61.554
GA 5 284 11.46153 61.554
GA 5 285 11.546862 61.554
GA 5 286 11.717655 62.284
GA 5 287 11.737487 62.284
GA 5 288 11.805137 62.284
GA 5 289 11.872525 62.284
GA 5 290 11.919595 62.284
GA 5 291 11.972836 62.284
GA 5 292 11.978353 62.284
GA 5 293 12.02114 62.284
GA 5 294 12.026635 62.284
GA 5 295 12.029708 62.284
GA 5 296 12.066417 62.284
GA 5 297 12.069423 62.284
GA 5 298 12.076725 62.284
GA 5 299 12.097314 62.284
GA 5 300 11.788774 63.014
GA 5 301 12.170907 63.744
GA 5 302 12.235477 65.214
GA 5 303 12.238537000000001 65.214
GA 5 304 12.24786 65.214
GA 5 305 12.269782 65.944
GA 5 306 12.30161 65.944
GA 5 307 12.385049 66.674
GA 5 308 12.352696 67.404
GA 5 309 12.369055 67.404
GA 5 310 12.385002 67.404
GA 5 311 12.389326 67.404
GA 5 312 12.411169 68.134
GA 5 313 12.437998 68.864
GA 5 314 12.440821 68.864
GA 5 315 12.459691 68.864
GA 5 316 12.49138 68.864
GA 5 317 12.565863 68.864
GA 5 318 12.569948 68.864
GA 5 319 12.806527 69.594
GA 5 320 12.912673 69.594
GA 5 321 12.85903 70.324
GA 5 322 12.894529 70.324
GA 5 323 12.927991 71.054
GA 5 324 12.974589 71.054
GA 5 325 12.991197 71.054
GA 5 326 13.015135 71.054
GA 5 327 13.057994 71.054
GA 5 328 13.11172 72.525
GA 5 329 13.125007 73.255
GA 5 330 13.183652 73.985
GA 5 331 13.227848 73.985
GA 5 332 13.249765 74.714
GA 5 333 13.266532 74.714
GA 5 334 13.274945 74.714
GA 5 335 13.37018 74.714
GA 5 336 14.111738 74.714
GA 5 337 13.50806 75.444
GA 5 338 13.512423 75.444
GA 5 339 13.529781 75.444
GA 5 340 13.546328 75.444
GA 5 341 13.550901 75.444
GA 5 342 13.569152 75.444
GA 5 343 13.601428 75.444
GA 5 344 13.614499 75.444
GA 5 345 13.622669 75.444
GA 5 346 13.640131 75.444
GA 5 347 13.673181 75.444
GA 5 348 13.707604 75.444
GA 5 349 13.720187 75.444
GA 5 350 13.730914 75.444
GA 5 351 13.755907 75.444
GA 5 352 13.762922 75.444
GA 5 353 13.774984 75.444
GA 5 354 13.797017 75.444
GA 5 355 13.811739 75.444
GA 5 356 13.820835 75.444
GA 5 357 13.83394 75.444
GA 5 358 13.851472 75.444
GA 5 359 13.875462 75.444
GA 5 360 13.883229 75.444
GA 5 361 14.021779 75.444
GA 5 362 14.043473 75.444
GA 5 363 14.052742 75.444
GA 5 364 14.05511 75.444
GA 5 365 14.062041 75.444
GA 5 366 14.105646 75.444
GA 5 367 14.131203 75.444
GA 5 368 14.152398 75.444
GA 5 369 14.18235 75.444
GA 5 370 14.228094 75.444
GA 5 371 14.331697 75.444
GA 5 372 14.140795 76.174
GA 5 373 14.263292 76.174
GA 5 374 14.268328 76.174
GA 5 375 14.308492 76.174
GA 5 376 14.332319 76.174
GA 5 377 14.372359 76.174
GA 5 378 14.375648 76.174
GA 5 379 14.385789 76.174
GA 5 380 14.385792 76.174
GA 5 381 14.453222 76.174
GA 5 382 14.470656 76.174
GA 5 383 14.638355 79.16
GA 5 384 14.695858 81.383
GA 5 385 14.788586 82.113
GA 5 386 14.795198 82.113
GA 5 387 14.857695 82.113
GA 5 388 14.928086 82.113
GA 5 389 14.9538 82.113
GA 5 390 14.990926 82.113
GA 5 391 15.010081 82.113
GA 5 392 15.02215 82.113
GA 5 393 15.031376 82.113
GA 5 394 15.042747 82.113
GA 5 395 15.057986 82.113
GA 5 396 15.078129 82.113
GA 5 397 15.107027 82.113
GA 5 398 15.110558 82.113
GA 5 399 15.113652 82.113
GA 5 400 15.173807 82.113
GA 5 401 15.26965 83.584
GA 5 402 15.28291 83.584
GA 5 403 15.306511 83.584
GA 5 404 15.311683 83.584
GA 5 405 15.314941 83.584
GA 5 406 15.381672 83.584
GA 5 407 15.381675 83.584
GA 5 408 15.483547 83.584
GA 5 409 15.506072 83.584
GA 5 410 15.512749 83.584
GA 5 411 15.56467 83.584
GA 5 412 15.663609 83.584
GA 5 413 15.715705 83.584
GA 5 414 15.783974 83.584
GA 5 415 15.792441 83.584
GA 5 416 15.854716 83.584
GA 5 417 15.874347 83.584
GA 5 418 15.739676 84.313
GA 5 419 15.932776 84.313
GA 5 420 15.934663 84.313
GA 5 421 15.969702 84.313
GA 5 422 15.990888 84.313
GA 5 423 16.021434 84.313
GA 5 424 16.024545 84.313
GA 5 425 16.036268 84.313
GA 5 426 16.055104 84.313
GA 5 427 16.126068 85.784
GA 5 428 16.115886 86.514
GA 5 429 16.295727 86.514
GA 5 430 16.302414 86.514
GA 5 431 16.305466 86.514
GA 5 432 16.322817 87.244
GA 5 433 16.325429 87.244
GA 5 434 16.358642 87.244
GA 5 435 16.427912 87.244
GA 5 436 16.429133 87.244
GA 5 437 16.434985 87.244
GA 5 438 16.43648 87.244
GA 5 439 16.442687 87.244
GA 5 440 16.462515 87.244
GA 5 441 16.550658 87.974
GA 5 442 16.58336 87.974
GA 5 443 16.61463 87.974
GA 5 444 16.631418 87.974
GA 5 445 16.667551 87.974
GA 5 446 16.68861 87.974
GA 5 447 16.743946 87.974
GA 5 448 16.764364 87.974
GA 5 449 16.804591 87.974
GA 5 450 16.926928 90.175
GA 5 451 16.967508 90.175
GA 5 452 16.97685 90.175
GA 5 453 17.022492 90.905
GA 5 454 17.048421 90.905
GA 5 455 17.09285 90.905
GA 5 456 17.105272 91.635
GA 5 457 17.218912 93.105
GA 5 458 17.224334 93.105
GA 5 459 17.259209 93.105
GA 5 460 17.293846 93.835
GA 5 461 17.316335 93.835
GA 5 462 17.318658 93.835
GA 5 463 17.365841 93.835
GA 5 464 17.258599 94.565
GA 5 465 17.411014 94.565
GA 5 466 17.411342 95.295
GA 5 467 17.464046 95.295
GA 5 468 17.538389 96.025
GA 5 469 17.547567 96.025
GA 5 470 17.569599 96.025
GA 5 471 17.68167 97.496
